Date,Year,Month,Day,Price,Return(1),Return(10)
2001/5/15,2001,5,15,10.1,-0.004926108,-0.012707722
2001/5/16,2001,5,16,10.13,0.002970297,-0.018410853
2001/5/17,2001,5,17,10.24,0.010858835,-0.011583012
2001/5/18,2001,5,18,10.36,0.01171875,0.014691479
2001/5/21,2001,5,21,10.55,0.018339768,0.023278371
2001/5/22,2001,5,22,10.68,0.012322275,0.034883721
2001/5/23,2001,5,23,10.67,-0.00093633,0.03592233
2001/5/24,2001,5,24,10.52,-0.014058107,0.028347996
2001/5/25,2001,5,25,10.53,0.00095057,0.027317073
2001/5/28,2001,5,28,10.71,0.017094017,0.055172414
2001/5/29,2001,5,29,10.58,-0.012138189,0.047524752
2001/5/30,2001,5,30,10.49,-0.008506616,0.035538006
2001/5/31,2001,5,31,10.33,-0.015252622,0.008789063
2001/6/1,2001,6,1,10.36,0.002904163,0
2001/6/4,2001,6,4,10.37,0.000965251,-0.017061611
2001/6/5,2001,6,5,10.43,0.005785921,-0.02340824
2001/6/6,2001,6,6,10.53,0.009587728,-0.0131209
2001/6/7,2001,6,7,10.48,-0.004748338,-0.003802281
2001/6/8,2001,6,8,10.47,-0.000954198,-0.005698006
2001/6/11,2001,6,11,10.42,-0.004775549,-0.027077498
2001/6/12,2001,6,12,10.33,-0.008637236,-0.02362949
2001/6/13,2001,6,13,10.29,-0.003872217,-0.019065777
2001/6/14,2001,6,14,10.26,-0.002915452,-0.006776379
2001/6/15,2001,6,15,10.14,-0.011695906,-0.021235521
2001/6/18,2001,6,18,10.09,-0.004930966,-0.027000964
2001/6/19,2001,6,19,10.04,-0.004955401,-0.037392138
2001/6/20,2001,6,20,10.08,0.003984064,-0.042735043
2001/6/21,2001,6,21,10.1,0.001984127,-0.036259542
2001/6/22,2001,6,22,10.17,0.006930693,-0.028653295
2001/6/26,2001,6,26,10.07,-0.009832842,-0.033589251
2001/6/27,2001,6,27,10.02,-0.004965243,-0.030009681
2001/6/28,2001,6,28,9.94,-0.007984032,-0.034013605
2001/6/29,2001,6,29,10.03,0.009054326,-0.022417154
2001/7/2,2001,7,2,10,-0.002991027,-0.013806706
2001/7/3,2001,7,3,10.12,0.012,0.002973241
2001/7/4,2001,7,4,10.1,-0.001976285,0.005976096
2001/7/5,2001,7,5,10.05,-0.004950495,-0.00297619
2001/7/6,2001,7,6,9.91,-0.013930348,-0.018811881
2001/7/9,2001,7,9,9.69,-0.022199798,-0.04719764
2001/7/10,2001,7,10,9.79,0.010319917,-0.027805362
2001/7/11,2001,7,11,9.79,0,-0.022954092
2001/7/12,2001,7,12,9.7,-0.009193054,-0.024144869
2001/7/13,2001,7,13,9.86,0.016494845,-0.016949153
2001/7/16,2001,7,16,9.91,0.005070994,-0.009
2001/7/17,2001,7,17,9.82,-0.009081736,-0.029644269
2001/7/18,2001,7,18,9.82,0,-0.027722772
2001/7/19,2001,7,19,9.73,-0.009164969,-0.031840796
2001/7/20,2001,7,20,9.83,0.010277492,-0.008072654
2001/7/23,2001,7,23,9.8,-0.003051882,0.011351909
2001/7/24,2001,7,24,9.7,-0.010204082,-0.009193054
2001/7/25,2001,7,25,9.59,-0.011340206,-0.020429009
2001/7/26,2001,7,26,9.63,0.004171011,-0.007216495
2001/7/27,2001,7,27,9.7,0.007268951,-0.016227181
2001/7/31,2001,7,31,9.74,0.004123711,-0.01715439
2001/8/1,2001,8,1,9.83,0.009240246,0.00101833
2001/8/2,2001,8,2,9.89,0.006103764,0.00712831
2001/8/3,2001,8,3,9.94,0.005055612,0.021582734
2001/8/6,2001,8,6,9.85,-0.009054326,0.002034588
2001/8/7,2001,8,7,9.81,-0.004060914,0.001020408
2001/8/8,2001,8,8,9.81,0,0.011340206
2001/8/9,2001,8,9,9.66,-0.01529052,0.00729927
2001/8/10,2001,8,10,9.58,-0.008281573,-0.005192108
2001/8/13,2001,8,13,9.59,0.001043841,-0.011340206
2001/8/14,2001,8,14,9.59,0,-0.015400411
2001/8/15,2001,8,15,9.62,0.003128259,-0.021363174
2001/8/16,2001,8,16,9.58,-0.004158004,-0.031344793
2001/8/17,2001,8,17,9.57,-0.001043841,-0.03722334
2001/8/20,2001,8,20,9.41,-0.016718913,-0.044670051
2001/8/21,2001,8,21,9.46,0.005313496,-0.03567788
2001/8/22,2001,8,22,9.42,-0.00422833,-0.039755352
2001/8/23,2001,8,23,9.48,0.006369427,-0.01863354
2001/8/24,2001,8,24,9.43,-0.005274262,-0.01565762
2001/8/27,2001,8,27,9.59,0.016967126,0
2001/8/28,2001,8,28,9.57,-0.002085506,-0.002085506
2001/8/29,2001,8,29,9.44,-0.013584117,-0.018711019
2001/8/30,2001,8,30,9.39,-0.00529661,-0.019832985
2001/8/31,2001,8,31,9.2,-0.020234292,-0.038662487
2001/9/3,2001,9,3,9.21,0.001086957,-0.021253985
2001/9/4,2001,9,4,9.13,-0.008686211,-0.034883721
2001/9/5,2001,9,5,9.18,0.005476451,-0.025477707
2001/9/6,2001,9,6,9.08,-0.010893246,-0.042194093
2001/9/7,2001,9,7,8.89,-0.02092511,-0.057264051
2001/9/10,2001,9,10,8.72,-0.01912261,-0.090719499
2001/9/11,2001,9,11,8.76,0.004587156,-0.084639498
2001/9/12,2001,9,12,8.6,-0.01826484,-0.088983051
2001/9/19,2001,9,19,8.31,-0.03372093,-0.115015974
2001/9/20,2001,9,20,8.23,-0.009626955,-0.105434783
2001/9/21,2001,9,21,7.98,-0.030376671,-0.133550489
2001/9/24,2001,9,24,7.76,-0.027568922,-0.150054765
2001/9/25,2001,9,25,8.04,0.036082474,-0.124183007
2001/9/26,2001,9,26,8.13,0.01119403,-0.104625551
2001/9/27,2001,9,27,8.17,0.004920049,-0.080989876
2001/9/28,2001,9,28,8.28,0.013463892,-0.050458716
2001/10/2,2001,10,2,8.42,0.016908213,-0.038812785
2001/10/3,2001,10,3,8.48,0.007125891,-0.013953488
2001/10/4,2001,10,4,8.54,0.007075472,0.027677497
2001/10/5,2001,10,5,8.66,0.014051522,0.052247874
2001/10/8,2001,10,8,8.68,0.002309469,0.087719298
2001/10/9,2001,10,9,8.64,-0.004608295,0.113402062
2001/10/11,2001,10,11,8.72,0.009259259,0.084577114
2001/10/12,2001,10,12,8.86,0.016055046,0.089790898
2001/10/15,2001,10,15,8.82,-0.004514673,0.079559364
2001/10/16,2001,10,16,8.76,-0.006802721,0.057971014
2001/10/17,2001,10,17,8.8,0.00456621,0.045130641
2001/10/18,2001,10,18,8.77,-0.003409091,0.034198113
2001/10/19,2001,10,19,8.69,-0.009122007,0.017564403
2001/10/22,2001,10,22,8.67,-0.002301496,0.001154734
2001/10/23,2001,10,23,8.78,0.012687428,0.011520737
2001/10/24,2001,10,24,8.81,0.003416856,0.019675926
2001/10/25,2001,10,25,8.81,0,0.010321101
2001/10/26,2001,10,26,8.83,0.002270148,-0.003386005
2001/10/29,2001,10,29,8.91,0.009060023,0.010204082
2001/10/30,2001,10,30,8.74,-0.019079686,-0.002283105
2001/10/31,2001,10,31,8.58,-0.018306636,-0.025
2001/11/1,2001,11,1,8.61,0.003496503,-0.018244014
2001/11/2,2001,11,2,8.72,0.012775842,0.003452244
2001/11/5,2001,11,5,8.77,0.005733945,0.011534025
2001/11/6,2001,11,6,8.9,0.014823261,0.013667426
2001/11/7,2001,11,7,8.98,0.008988764,0.019296254
2001/11/8,2001,11,8,8.98,0,0.019296254
2001/11/9,2001,11,9,9.08,0.011135857,0.028312571
2001/11/12,2001,11,12,9.05,-0.003303965,0.015712682
2001/11/13,2001,11,13,8.98,-0.007734807,0.027459954
2001/11/14,2001,11,14,9.16,0.020044543,0.067599068
2001/11/15,2001,11,15,9.11,-0.005458515,0.058072009
2001/11/16,2001,11,16,9.14,0.003293085,0.048165138
2001/11/19,2001,11,19,9.17,0.003282276,0.045610034
2001/11/20,2001,11,20,9.26,0.009814613,0.040449438
2001/11/21,2001,11,21,9.16,-0.010799136,0.020044543
2001/11/22,2001,11,22,9.11,-0.005458515,0.014476615
2001/11/23,2001,11,23,9.13,0.00219539,0.005506608
2001/11/26,2001,11,26,9.15,0.002190581,0.011049724
2001/11/27,2001,11,27,9.22,0.007650273,0.026726058
2001/11/28,2001,11,28,9.16,-0.006507592,0
2001/11/29,2001,11,29,9.03,-0.01419214,-0.008781559
2001/11/30,2001,11,30,9.08,0.005537099,-0.006564551
2001/12/3,2001,12,3,9.09,0.001101322,-0.0087241
2001/12/4,2001,12,4,9.03,-0.00660066,-0.024838013
2001/12/5,2001,12,5,9.11,0.008859358,-0.005458515
2001/12/6,2001,12,6,9.34,0.025246981,0.025246981
2001/12/7,2001,12,7,9.34,0,0.023001095
2001/12/10,2001,12,10,9.29,-0.005353319,0.015300546
2001/12/11,2001,12,11,9.11,-0.019375673,-0.011930586
2001/12/12,2001,12,12,9.08,-0.003293085,-0.008733624
2001/12/13,2001,12,13,9.1,0.002202643,0.007751938
2001/12/14,2001,12,14,8.96,-0.015384615,-0.013215859
2001/12/17,2001,12,17,8.97,0.001116071,-0.01320132
2001/12/18,2001,12,18,9.14,0.018952062,0.012181617
2001/12/19,2001,12,19,9.19,0.00547046,0.008781559
2001/12/20,2001,12,20,9.21,0.002176279,-0.01391863
2001/12/21,2001,12,21,9.18,-0.003257329,-0.017130621
2001/12/24,2001,12,24,9.26,0.008714597,-0.003229279
2001/12/25,2001,12,25,9.21,-0.005399568,0.010976948
2001/12/26,2001,12,26,9.24,0.003257329,0.017621145
2001/12/27,2001,12,27,9.24,0,0.015384615
2001/12/28,2001,12,28,9.32,0.008658009,0.040178571
2001/12/31,2001,12,31,9.35,0.003218884,0.042363434
2002/1/2,2002,1,2,9.3,-0.005347594,0.01750547
2002/1/3,2002,1,3,9.31,0.001075269,0.013057671
2002/1/4,2002,1,4,9.43,0.012889366,0.023887079
2002/1/7,2002,1,7,9.45,0.002120891,0.029411765
2002/1/8,2002,1,8,9.42,-0.003174603,0.017278618
2002/1/9,2002,1,9,9.32,-0.010615711,0.01194354
2002/1/10,2002,1,10,9.29,-0.003218884,0.005411255
2002/1/11,2002,1,11,9.27,-0.002152853,0.003246753
2002/1/14,2002,1,14,9.21,-0.006472492,-0.011802575
2002/1/15,2002,1,15,9.13,-0.008686211,-0.023529412
2002/1/16,2002,1,16,9.15,0.002190581,-0.016129032
2002/1/17,2002,1,17,9.02,-0.01420765,-0.031149302
2002/1/18,2002,1,18,9.1,0.00886918,-0.034994698
2002/1/21,2002,1,21,9.03,-0.007692308,-0.044444444
2002/1/22,2002,1,22,9.03,0,-0.041401274
2002/1/23,2002,1,23,8.98,-0.005537099,-0.036480687
2002/1/24,2002,1,24,9.01,0.003340757,-0.030139935
2002/1/25,2002,1,25,9.05,0.004439512,-0.02373247
2002/1/28,2002,1,28,9,-0.005524862,-0.022801303
2002/1/29,2002,1,29,8.98,-0.002222222,-0.016429354
2002/1/30,2002,1,30,8.78,-0.022271715,-0.040437158
2002/1/31,2002,1,31,8.76,-0.002277904,-0.028824834
2002/2/1,2002,2,1,8.88,0.01369863,-0.024175824
2002/2/4,2002,2,4,8.8,-0.009009009,-0.025470653
2002/2/5,2002,2,5,8.63,-0.019318182,-0.044296788
2002/2/6,2002,2,6,8.58,-0.005793743,-0.04454343
2002/2/7,2002,2,7,8.53,-0.005827506,-0.05327414
2002/2/8,2002,2,8,8.54,0.001172333,-0.056353591
2002/2/15,2002,2,15,8.82,0.032786885,-0.02
2002/2/18,2002,2,18,8.73,-0.010204082,-0.027839644
2002/2/19,2002,2,19,8.71,-0.002290951,-0.007972665
2002/2/20,2002,2,20,8.54,-0.019517796,-0.025114155
2002/2/21,2002,2,21,8.59,0.005854801,-0.032657658
2002/2/22,2002,2,22,8.54,-0.005820722,-0.029545455
2002/2/25,2002,2,25,8.55,0.00117096,-0.009269988
2002/2/26,2002,2,26,8.66,0.012865497,0.009324009
2002/2/27,2002,2,27,8.66,0,0.015240328
2002/3/1,2002,3,1,8.7,0.004618938,0.018735363
2002/3/4,2002,3,4,8.84,0.016091954,0.002267574
2002/3/5,2002,3,5,9.01,0.019230769,0.03207331
2002/3/6,2002,3,6,8.98,-0.003329634,0.030998852
2002/3/7,2002,3,7,9.05,0.0077951,0.05971897
2002/3/8,2002,3,8,9.08,0.003314917,0.057043073
2002/3/11,2002,3,11,9.13,0.005506608,0.069086651
2002/3/12,2002,3,12,9.12,-0.00109529,0.066666667
2002/3/13,2002,3,13,9.08,-0.004385965,0.048498845
2002/3/14,2002,3,14,9.02,-0.00660793,0.041570439
2002/3/15,2002,3,15,9.05,0.003325942,0.040229885
2002/3/18,2002,3,18,9.17,0.013259669,0.037330317
2002/3/19,2002,3,19,9.17,0,0.017758047
2002/3/20,2002,3,20,9.22,0.005452563,0.026726058
2002/3/21,2002,3,21,9.06,-0.017353579,0.001104972
2002/3/22,2002,3,22,9.09,0.003311258,0.001101322
2002/3/25,2002,3,25,9.05,-0.00440044,-0.008762322
2002/3/26,2002,3,26,8.96,-0.009944751,-0.01754386
2002/3/27,2002,3,27,8.98,0.002232143,-0.011013216
2002/3/28,2002,3,28,9,0.002227171,-0.002217295
2002/3/29,2002,3,29,9.03,0.003333333,-0.002209945
2002/4/1,2002,4,1,9.02,-0.00110742,-0.016357688
2002/4/2,2002,4,2,9.01,-0.001108647,-0.017448201
2002/4/3,2002,4,3,8.97,-0.004439512,-0.027114967
2002/4/4,2002,4,4,8.93,-0.004459309,-0.014348786
2002/4/8,2002,4,8,8.83,-0.011198208,-0.02860286
2002/4/9,2002,4,9,8.79,-0.004530011,-0.028729282
2002/4/10,2002,4,10,8.73,-0.006825939,-0.025669643
2002/4/11,2002,4,11,8.8,0.008018328,-0.020044543
2002/4/12,2002,4,12,8.62,-0.020454545,-0.042222222
2002/4/15,2002,4,15,8.66,0.004640371,-0.040974529
2002/4/16,2002,4,16,8.65,-0.001154734,-0.041019956
2002/4/17,2002,4,17,8.82,0.019653179,-0.02108768
2002/4/18,2002,4,18,8.81,-0.001133787,-0.017837235
2002/4/19,2002,4,19,8.8,-0.001135074,-0.014557671
2002/4/22,2002,4,22,8.78,-0.002272727,-0.005662514
2002/4/23,2002,4,23,8.66,-0.013667426,-0.014789534
2002/4/24,2002,4,24,8.6,-0.006928406,-0.01489118
2002/4/25,2002,4,25,8.54,-0.006976744,-0.029545455
2002/4/26,2002,4,26,8.53,-0.00117096,-0.010440835
2002/4/29,2002,4,29,8.44,-0.010550996,-0.025404157
2002/4/30,2002,4,30,8.42,-0.002369668,-0.026589595
2002/5/2,2002,5,2,8.46,0.004750594,-0.040816327
2002/5/3,2002,5,3,8.44,-0.002364066,-0.04199773
2002/5/6,2002,5,6,8.36,-0.009478673,-0.05
2002/5/7,2002,5,7,8.28,-0.009569378,-0.056947608
2002/5/8,2002,5,8,8.22,-0.007246377,-0.050808314
2002/5/9,2002,5,9,8.47,0.030413625,-0.015116279
2002/5/10,2002,5,10,8.36,-0.012987013,-0.021077283
2002/5/13,2002,5,13,8.26,-0.011961722,-0.031652989
2002/5/14,2002,5,14,8.38,0.014527845,-0.007109005
2002/5/15,2002,5,15,8.49,0.013126492,0.008313539
2002/5/16,2002,5,16,8.46,-0.003533569,0
2002/5/17,2002,5,17,8.52,0.007092199,0.009478673
2002/5/20,2002,5,20,8.54,0.002347418,0.0215311
2002/5/21,2002,5,21,8.49,-0.005854801,0.025362319
2002/5/22,2002,5,22,8.4,-0.010600707,0.02189781
2002/5/23,2002,5,23,8.4,0,-0.008264463
2002/5/24,2002,5,24,8.48,0.00952381,0.014354067
2002/5/27,2002,5,27,8.38,-0.011792453,0.014527845
2002/5/28,2002,5,28,8.36,-0.002386635,-0.002386635
2002/5/29,2002,5,29,8.27,-0.01076555,-0.025912839
2002/5/30,2002,5,30,8.23,-0.004836759,-0.027186761
2002/5/31,2002,5,31,8.19,-0.004860267,-0.038732394
2002/6/3,2002,6,3,8.23,0.004884005,-0.036299766
2002/6/4,2002,6,4,8.07,-0.019441069,-0.049469965
2002/6/5,2002,6,5,8.02,-0.006195787,-0.045238095
2002/6/6,2002,6,6,8.06,0.004987531,-0.04047619
2002/6/7,2002,6,7,7.96,-0.012406948,-0.061320755
2002/6/10,2002,6,10,7.94,-0.002512563,-0.052505967
2002/6/11,2002,6,11,7.92,-0.002518892,-0.052631579
2002/6/12,2002,6,12,7.89,-0.003787879,-0.045949214
2002/6/13,2002,6,13,7.87,-0.002534854,-0.043742406
2002/6/14,2002,6,14,7.79,-0.010165184,-0.048840049
2002/6/17,2002,6,17,7.7,-0.011553273,-0.064398542
2002/6/18,2002,6,18,7.9,0.025974026,-0.021065675
2002/6/19,2002,6,19,7.89,-0.001265823,-0.016209476
2002/6/20,2002,6,20,7.78,-0.013941698,-0.034739454
2002/6/21,2002,6,21,7.64,-0.017994859,-0.040201005
2002/6/24,2002,6,24,7.52,-0.015706806,-0.052896725
2002/6/25,2002,6,25,7.51,-0.001329787,-0.051767677
2002/6/26,2002,6,26,7.48,-0.003994674,-0.051964512
2002/6/27,2002,6,27,7.45,-0.004010695,-0.053367217
2002/6/28,2002,6,28,7.58,0.017449664,-0.026957638
2002/7/1,2002,7,1,7.66,0.01055409,-0.005194805
2002/7/2,2002,7,2,7.59,-0.009138381,-0.039240506
2002/7/3,2002,7,3,7.39,-0.026350461,-0.063371356
2002/7/4,2002,7,4,7.36,-0.00405954,-0.053984576
2002/7/5,2002,7,5,7.38,0.002717391,-0.034031414
2002/7/8,2002,7,8,7.61,0.031165312,0.011968085
2002/7/9,2002,7,9,7.56,-0.006570302,0.00665779
2002/7/10,2002,7,10,7.4,-0.021164021,-0.010695187
2002/7/11,2002,7,11,7.18,-0.02972973,-0.036241611
2002/7/12,2002,7,12,7.1,-0.011142061,-0.063324538
2002/7/15,2002,7,15,7.07,-0.004225352,-0.077023499
2002/7/16,2002,7,16,6.93,-0.01980198,-0.086956522
2002/7/17,2002,7,17,6.86,-0.01010101,-0.071718539
2002/7/18,2002,7,18,6.99,0.018950437,-0.050271739
2002/7/19,2002,7,19,6.91,-0.011444921,-0.063685637
2002/7/22,2002,7,22,6.67,-0.034732272,-0.123521682
2002/7/23,2002,7,23,6.46,-0.031484258,-0.145502646
2002/7/24,2002,7,24,6.33,-0.020123839,-0.144594595
2002/7/25,2002,7,25,6.47,0.022116904,-0.098885794
2002/7/26,2002,7,26,6.62,0.023183926,-0.067605634
2002/7/29,2002,7,29,6.74,0.018126888,-0.046676096
2002/7/30,2002,7,30,7.02,0.041543027,0.012987013
2002/7/31,2002,7,31,7.03,0.001424501,0.024781341
2002/8/1,2002,8,1,7.08,0.007112376,0.012875536
2002/8/2,2002,8,2,6.88,-0.028248588,-0.004341534
2002/8/5,2002,8,5,6.83,-0.007267442,0.023988006
2002/8/6,2002,8,6,6.67,-0.023426061,0.03250774
2002/8/7,2002,8,7,6.81,0.020989505,0.075829384
2002/8/8,2002,8,8,6.9,0.013215859,0.066460587
2002/8/9,2002,8,9,7.13,0.033333333,0.077039275
2002/8/12,2002,8,12,7.17,0.005610098,0.06379822
2002/8/13,2002,8,13,7.07,-0.013947001,0.007122507
2002/8/14,2002,8,14,6.99,-0.011315417,-0.0056899
2002/8/15,2002,8,15,7.12,0.018597997,0.005649718
2002/8/16,2002,8,16,7.24,0.016853933,0.052325581
2002/8/19,2002,8,19,7.27,0.004143646,0.064421669
2002/8/20,2002,8,20,7.46,0.026134801,0.11844078
2002/8/21,2002,8,21,7.33,-0.017426273,0.076358297
2002/8/22,2002,8,22,7.42,0.012278308,0.075362319
2002/8/23,2002,8,23,7.53,0.014824798,0.056100982
2002/8/26,2002,8,26,7.41,-0.015936255,0.033472803
2002/8/27,2002,8,27,7.42,0.001349528,0.04950495
2002/8/28,2002,8,28,7.42,0,0.061516452
2002/8/29,2002,8,29,7.26,-0.021563342,0.019662921
2002/8/30,2002,8,30,7.21,-0.006887052,-0.004143646
2002/9/2,2002,9,2,7.24,0.004160888,-0.004126547
2002/9/3,2002,9,3,7.17,-0.009668508,-0.038873995
2002/9/4,2002,9,4,6.88,-0.040446304,-0.061391542
2002/9/5,2002,9,5,6.96,0.011627907,-0.061994609
2002/9/9,2002,9,9,7.04,0.011494253,-0.065073041
2002/9/10,2002,9,10,7.03,-0.001420455,-0.051282051
2002/9/11,2002,9,11,7.15,0.017069701,-0.03638814
2002/9/12,2002,9,12,7.19,0.005594406,-0.030997305
2002/9/13,2002,9,13,6.99,-0.027816412,-0.037190083
2002/9/16,2002,9,16,7.03,0.005722461,-0.024965326
2002/9/17,2002,9,17,7.01,-0.00284495,-0.031767956
2002/9/18,2002,9,18,6.9,-0.015691869,-0.037656904
2002/9/19,2002,9,19,6.78,-0.017391304,-0.014534884
2002/9/20,2002,9,20,6.68,-0.014749263,-0.040229885
2002/9/23,2002,9,23,6.69,0.001497006,-0.049715909
2002/9/24,2002,9,24,6.58,-0.016442451,-0.06401138
2002/9/25,2002,9,25,6.49,-0.013677812,-0.092307692
2002/9/26,2002,9,26,6.61,0.018489985,-0.080667594
2002/9/27,2002,9,27,6.78,0.025718608,-0.030042918
2002/9/30,2002,9,30,6.67,-0.016224189,-0.051209104
2002/10/1,2002,10,1,6.52,-0.022488756,-0.069900143
2002/10/2,2002,10,2,6.7,0.027607362,-0.028985507
2002/10/3,2002,10,3,6.67,-0.004477612,-0.016224189
2002/10/4,2002,10,4,6.61,-0.008995502,-0.010479042
2002/10/7,2002,10,7,6.51,-0.015128593,-0.02690583
2002/10/8,2002,10,8,6.41,-0.015360983,-0.025835866
2002/10/9,2002,10,9,6.44,0.004680187,-0.00770416
2002/10/11,2002,10,11,6.51,0.010869565,-0.015128593
2002/10/14,2002,10,14,6.72,0.032258065,-0.008849558
2002/10/15,2002,10,15,6.72,0,0.007496252
2002/10/16,2002,10,16,7.01,0.043154762,0.075153374
2002/10/17,2002,10,17,6.86,-0.021398003,0.023880597
2002/10/18,2002,10,18,7.04,0.026239067,0.055472264
2002/10/21,2002,10,21,7.04,0,0.06505295
2002/10/22,2002,10,22,7.08,0.005681818,0.087557604
2002/10/23,2002,10,23,6.98,-0.014124294,0.088923557
2002/10/24,2002,10,24,6.94,-0.005730659,0.077639752
2002/10/25,2002,10,25,6.95,0.001440922,0.067588326
2002/10/28,2002,10,28,7.02,0.010071942,0.044642857
2002/10/29,2002,10,29,6.99,-0.004273504,0.040178571
2002/10/30,2002,10,30,6.87,-0.017167382,-0.019971469
2002/10/31,2002,10,31,6.95,0.011644833,0.013119534
2002/11/1,2002,11,1,7,0.007194245,-0.005681818
2002/11/4,2002,11,4,7.01,0.001428571,-0.004261364
2002/11/5,2002,11,5,7.12,0.015691869,0.005649718
2002/11/6,2002,11,6,7.2,0.011235955,0.031518625
2002/11/7,2002,11,7,7.18,-0.002777778,0.034582133
2002/11/8,2002,11,8,7.04,-0.019498607,0.01294964
2002/11/11,2002,11,11,6.97,-0.009943182,-0.007122507
2002/11/12,2002,11,12,6.93,-0.005738881,-0.008583691
2002/11/13,2002,11,13,7,0.01010101,0.018922853
2002/11/14,2002,11,14,7.01,0.001428571,0.008633094
2002/11/15,2002,11,15,7.12,0.015691869,0.017142857
2002/11/18,2002,11,18,7.17,0.007022472,0.022824536
2002/11/19,2002,11,19,7.15,-0.0027894,0.004213483
2002/11/20,2002,11,20,7.14,-0.001398601,-0.008333333
2002/11/21,2002,11,21,7.17,0.004201681,-0.001392758
2002/11/22,2002,11,22,7.3,0.018131102,0.036931818
2002/11/25,2002,11,25,7.29,-0.001369863,0.045911047
2002/11/26,2002,11,26,7.26,-0.004115226,0.047619048
2002/11/27,2002,11,27,7.13,-0.017906336,0.018571429
2002/11/28,2002,11,28,7.27,0.019635344,0.037089872
2002/11/29,2002,11,29,7.28,0.001375516,0.02247191
2002/12/2,2002,12,2,7.26,-0.002747253,0.012552301
2002/12/3,2002,12,3,7.26,0,0.015384615
2002/12/4,2002,12,4,7.16,-0.013774105,0.00280112
2002/12/5,2002,12,5,7.16,0,-0.0013947
2002/12/6,2002,12,6,7.07,-0.012569832,-0.031506849
2002/12/9,2002,12,9,7.07,0,-0.030178326
2002/12/10,2002,12,10,6.98,-0.012729844,-0.038567493
2002/12/11,2002,12,11,7.04,0.008595989,-0.012622721
2002/12/12,2002,12,12,7.06,0.002840909,-0.028885832
2002/12/13,2002,12,13,7.01,-0.007082153,-0.037087912
2002/12/16,2002,12,16,6.93,-0.011412268,-0.045454545
2002/12/17,2002,12,17,7.09,0.023088023,-0.023415978
2002/12/18,2002,12,18,7.05,-0.005641749,-0.015363128
2002/12/19,2002,12,19,6.96,-0.012765957,-0.027932961
2002/12/20,2002,12,20,6.92,-0.005747126,-0.021216407
2002/12/23,2002,12,23,6.98,0.00867052,-0.012729844
2002/12/24,2002,12,24,7,0.00286533,0.00286533
2002/12/25,2002,12,25,6.98,-0.002857143,-0.008522727
2002/12/26,2002,12,26,6.99,0.001432665,-0.009915014
2002/12/27,2002,12,27,6.99,0,-0.002853067
2002/12/30,2002,12,30,6.92,-0.010014306,-0.001443001
2002/12/31,2002,12,31,6.93,0.001445087,-0.022566996
2003/1/2,2003,1,2,7.12,0.027417027,0.009929078
2003/1/3,2003,1,3,7.12,0,0.022988506
2003/1/6,2003,1,6,7.2,0.011235955,0.040462428
2003/1/7,2003,1,7,7.15,-0.006944444,0.024355301
2003/1/8,2003,1,8,7.06,-0.012587413,0.008571429
2003/1/9,2003,1,9,7.15,0.012747875,0.024355301
2003/1/10,2003,1,10,7.15,0,0.022889843
2003/1/13,2003,1,13,7.16,0.001398601,0.024320458
2003/1/14,2003,1,14,7.18,0.002793296,0.037572254
2003/1/15,2003,1,15,7.08,-0.013927577,0.021645022
2003/1/16,2003,1,16,7.06,-0.002824859,-0.008426966
2003/1/17,2003,1,17,6.96,-0.014164306,-0.02247191
2003/1/20,2003,1,20,6.92,-0.005747126,-0.038888889
2003/1/21,2003,1,21,6.89,-0.00433526,-0.036363636
2003/1/22,2003,1,22,6.82,-0.010159652,-0.033994334
2003/1/23,2003,1,23,6.84,0.002932551,-0.043356643
2003/1/24,2003,1,24,6.7,-0.020467836,-0.062937063
2003/1/27,2003,1,27,6.57,-0.019402985,-0.082402235
2003/1/28,2003,1,28,6.63,0.00913242,-0.076601671
2003/1/29,2003,1,29,6.67,0.006033183,-0.057909605
2003/1/30,2003,1,30,6.64,-0.004497751,-0.059490085
2003/2/6,2003,2,6,6.57,-0.010542169,-0.056034483
2003/2/7,2003,2,7,6.53,-0.00608828,-0.056358382
2003/2/10,2003,2,10,6.53,0,-0.052249637
2003/2/11,2003,2,11,6.56,0.004594181,-0.038123167
2003/2/12,2003,2,12,6.46,-0.015243902,-0.055555556
2003/2/13,2003,2,13,6.45,-0.001547988,-0.037313433
2003/2/14,2003,2,14,6.58,0.020155039,0.00152207
2003/2/17,2003,2,17,6.61,0.004559271,-0.003016591
2003/2/18,2003,2,18,6.69,0.012102874,0.002998501
2003/2/19,2003,2,19,6.62,-0.010463378,-0.003012048
2003/2/20,2003,2,20,6.59,-0.004531722,0.00304414
2003/2/21,2003,2,21,6.65,0.009104704,0.018376723
2003/2/24,2003,2,24,6.54,-0.016541353,0.001531394
2003/2/25,2003,2,25,6.51,-0.004587156,-0.007621951
2003/2/26,2003,2,26,6.44,-0.010752688,-0.003095975
2003/2/27,2003,2,27,6.5,0.00931677,0.007751938
2003/3/3,2003,3,3,6.53,0.004615385,-0.007598784
2003/3/4,2003,3,4,6.43,-0.015313936,-0.027231467
2003/3/5,2003,3,5,6.44,0.00155521,-0.037369208
2003/3/6,2003,3,6,6.41,-0.004658385,-0.031722054
2003/3/7,2003,3,7,6.39,-0.003120125,-0.030349014
2003/3/10,2003,3,10,6.25,-0.021909233,-0.060150376
2003/3/11,2003,3,11,6.22,-0.0048,-0.048929664
