,Date,Price
2951,2008/5/27,-0.06115201733443022
2952,2008/5/28,-0.06115201733443022
2953,2008/5/29,-0.060168930441586714
2954,2008/5/30,-0.06115201733443022
2955,2008/6/2,-0.07589832072708318
2956,2008/6/3,-0.07393214694139617
2957,2008/6/4,-0.08179684208414441
2958,2008/6/5,-0.07983066829845739
2959,2008/6/6,-0.09176117444761417
2960,2008/6/9,-0.09274518184257881
2961,2008/6/10,-0.10356926318719024
2962,2008/6/11,-0.11144132234690757
2963,2008/6/12,-0.10947330755697811
2964,2008/6/13,-0.10947330755697811
2965,2008/6/16,-0.10750529276704882
2966,2008/6/17,-0.10848930016201347
2967,2008/6/18,-0.11734536671669543
2968,2008/6/19,-0.12029738890158954
2969,2008/6/20,-0.12816944806130687
2970,2008/6/23,-0.12915345545627152
2971,2008/6/24,-0.12915345545627152
2972,2008/6/25,-0.12423341848144812
2973,2008/6/26,-0.13702551461598883
2974,2008/6/27,-0.13997753680088276
2975,2008/6/30,-0.13702551461598883
2976,2008/6/30,-0.13702551461598883
2977,2008/7/1,-0.14489757377570617
2978,2008/7/2,-0.15375364033038813
2979,2008/7/3,-0.14981761075052938
2980,2008/7/4,-0.15572165512031744
2981,2008/7/7,-0.15572165512031744
2982,2008/7/8,-0.15375364033038813
2983,2008/7/9,-0.15178562554045885
2984,2008/7/10,-0.15572165512031744
2985,2008/7/11,-0.1645777216749994
2986,2008/7/14,-0.16359371428003475
2987,2008/7/15,-0.17048176604478743
2988,2008/7/16,-0.1645777216749994
2989,2008/7/17,-0.1596576847001762
2990,2008/7/18,-0.15178562554045885
2991,2008/7/21,-0.1478495959606001
2992,2008/7/22,-0.14391356638074151
2993,2008/7/23,-0.14194555159081207
2994,2008/7/24,-0.15080161814549403
2995,2008/7/25,-0.1527696329354235
2996,2008/7/29,-0.15375364033038813
2997,2008/7/30,-0.14588158117067082
2998,2008/7/31,-0.14588158117067082
2999,2008/8/1,-0.15080161814549403
3000,2008/8/4,-0.15178562554045885
3001,2008/8/5,-0.13899352940591814
3002,2008/8/6,-0.13291095586713833
3003,2008/8/7,-0.12826139641175455
3004,2008/8/8,-0.1218432837883913
3005,2008/8/11,-0.11450829793311904
3006,2008/8/12,-0.1227601570203003
3007,2008/8/13,-0.13467950903511777
3008,2008/8/14,-0.12917826964366355
3009,2008/8/15,-0.12917826964366355
3010,2008/8/18,-0.13284576257129976
3011,2008/8/19,-0.14384824135420807
3012,2008/8/20,-0.13926387519466285
3013,2008/8/21,-0.14109762165848103
3014,2008/8/22,-0.13101201610748156
3015,2008/8/25,-0.1374301287308448
3016,2008/8/26,-0.14018074842657202
3017,2008/8/27,-0.13284576257129976
3018,2008/8/28,-0.1218432837883913
3019,2008/8/29,-0.12459390348411849
3020,2008/9/1,-0.1264276499479365
3021,2008/9/2,-0.1227601570203003
3022,2008/9/3,-0.12734452317984551
3023,2008/9/4,-0.14293136812229906
3024,2008/9/5,-0.14843260751375328
3025,2008/9/8,-0.12826139641175455
3026,2008/9/9,-0.13834700196275385
3027,2008/9/10,-0.14201449489039003
3028,2008/9/11,-0.14201449489039003
3029,2008/9/12,-0.13284576257129976
3030,2008/9/15,-0.15485072013711637
3031,2008/9/16,-0.15851821306475258
3032,2008/9/17,-0.17960629739866035
3033,2008/9/18,-0.15760133983284358
3034,2008/9/19,-0.12734452317984551
3035,2008/9/22,-0.1374301287308448
3036,2008/9/23,-0.1456819878180261
3037,2008/9/24,-0.14843260751375328
3038,2008/9/25,-0.13284576257129976
3039,2008/9/26,-0.1365132554989358
3040,2008/9/30,-0.1631025792242978
3041,2008/10/1,-0.17133876577757204
3042,2008/10/2,-0.18808934958468412
3043,2008/10/3,-0.18710402112544225
3044,2008/10/6,-0.2237985822537277
3045,2008/10/7,-0.24256172085064778
3046,2008/10/8,-0.26626252749938895
3047,2008/10/9,-0.2939134685895869
3048,2008/10/13,-0.27120019555121
3049,2008/10/14,-0.2553996577853826
3050,2008/10/15,-0.29687606942067957
3051,2008/10/16,-0.30280127108286486
3052,2008/10/17,-0.2909508677584943
3053,2008/10/20,-0.26033732583720365
3054,2008/10/21,-0.27613786360303105
3055,2008/10/22,-0.3077389391346859
3056,2008/10/23,-0.29786360303104376
3057,2008/10/24,-0.3294646785626986
3058,2008/10/27,-0.3413150818870692
3059,2008/10/28,-0.30971400635541435
3060,2008/10/29,-0.28897580053776584
3061,2008/10/30,-0.27712539721339524
3062,2008/10/31,-0.2721877291615742
3063,2008/11/3,-0.26626252749938895
3064,2008/11/4,-0.25046198973356154
3065,2008/11/5,-0.2702126619408458
3066,2008/11/6,-0.2977744115590771
3067,2008/11/7,-0.2878699603821952
3068,2008/11/10,-0.2878699603821952
3069,2008/11/11,-0.3106501980890235
3070,2008/11/12,-0.33144954556047534
3071,2008/11/13,-0.31758331391284084
3072,2008/11/14,-0.3225355395012817
