Date,Price,1d Price_C,5d Price_C,10d Price_C,T10Y2Y,T10Y2Y_C,S&P500 Close,1d S&P500 Close_C,5d S&P500 Close_C,10d S&P500 Close_C,University of Michigan Consumer,M2,Average Weekly Hours of Production,Building Permits,Manufacturers' New Orders Durable Goods,Real personal income excluding current transfer receipts,"All Employees, Total Nonfarm",Industrial Production Index,Inventories to Sales Ratios,Label
2006/10/17,9.99,-0.005970149,0.003012048,0.013184584,-0.05,0.01,1364.050049,-0.003659452,0.010444904,0.02111021,93.6,6353.225,40.5,1570,210473,10895.8,136852,102.3327,1.32,Little Low Point
2006/10/18,10.03,0.004004004,0.004004004,0.022426096,-0.08,-0.03,1365.800049,0.001282944,0.002179357,0.025899186,93.6,6353.225,40.5,1570,210473,10895.8,136852,102.3327,1.32,Little Low Point
2006/10/19,10.05,0.001994018,0.005,0.023421589,-0.06,0.02,1366.959961,0.000849255,0.000981214,0.024623139,93.6,6353.225,40.5,1570,210473,10895.8,136852,102.3327,1.32,Little High Point
2006/10/20,10.11,0.005970149,0.00999001,0.022244692,-0.08,-0.02,1368.599976,0.001199754,0.002182145,0.01362763,93.6,6353.225,40.5,1570,210473,10895.8,136852,102.3327,1.32,Little High Point
2006/10/23,10.17,0.005934718,0.011940299,0.022110553,-0.07,0.01,1377.02002,0.006152305,0.00581418,0.017587716,93.6,6385.42,40.5,1570,210473,10895.8,136852,102.3327,1.32,Little High Point
2006/10/24,10.15,-0.001966568,0.016016016,0.019076305,-0.08,-0.01,1377.380005,0.000261423,0.009772336,0.020319312,93.6,6385.42,40.5,1570,210473,10895.8,136852,102.3327,1.32,Little High Point
2006/10/25,10.2,0.004926108,0.016949153,0.021021021,-0.1,-0.02,1382.219971,0.003513893,0.0120222,0.014227758,93.6,6385.42,40.5,1570,210473,10895.8,136852,102.3327,1.32,High Point
2006/10/26,10.26,0.005882353,0.020895522,0.026,-0.08,0.02,1389.079956,0.00496302,0.016181889,0.017178982,93.6,6385.42,40.7,1570,210473,10895.8,136852,102.3327,1.32,High Point
2006/10/27,10.22,-0.003898635,0.010880317,0.020979021,-0.08,0,1377.339966,-0.00845163,0.006386081,0.008582161,93.6,6385.42,40.7,1570,210473,10895.8,136852,102.3327,1.32,High Point
2006/10/30,10.18,-0.003913894,0.000983284,0.012935323,-0.1,-0.02,1377.930054,0.000428426,0.000660872,0.006478894,93.6,6385.42,40.7,1570,210473,10895.8,136852,102.3327,1.32,High Point
2006/10/31,10.19,0.000982318,0.003940887,0.02002002,-0.1,0,1377.939941,7.18E-06,0.000406523,0.010182832,93.6,6385.42,40.7,1570,234701,10975.6,136852,102.1252,1.32,High Point
2006/11/1,10.16,-0.002944063,-0.003921569,0.012961117,-0.09,0.01,1367.810059,-0.007351468,-0.010425194,0.001471672,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,High Point
2006/11/2,10.09,-0.006889764,-0.016569201,0.0039801,-0.07,0.02,1367.339966,-0.000343683,-0.01565064,0.000277993,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/3,10.05,-0.003964321,-0.016634051,-0.005934718,-0.1,-0.03,1364.300049,-0.002223234,-0.009467464,-0.003141844,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/6,10.07,0.00199005,-0.010805501,-0.009832842,-0.11,-0.01,1379.780029,0.011346463,0.001342575,0.002004335,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/7,10.05,-0.001986097,-0.01373896,-0.009852217,-0.11,0,1382.839966,0.002217699,0.003556051,0.003964019,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/8,10.08,0.002985075,-0.007874016,-0.011764706,-0.11,0,1385.719971,0.002082674,0.013093859,0.002532158,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/9,10.03,-0.004960317,-0.005946482,-0.022417154,-0.13,-0.02,1378.329956,-0.005332979,0.008037496,-0.007738935,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/10,10.04,0.000997009,-0.000995025,-0.017612524,-0.14,-0.01,1380.900024,0.001864625,0.012167393,0.002584734,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/13,10.01,-0.002988048,-0.005958292,-0.016699411,-0.15,-0.01,1384.420044,0.002549077,0.003362866,0.004709956,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/14,10.02,0.000999001,-0.002985075,-0.016683023,-0.17,-0.02,1393.219971,0.0063564,0.007506295,0.011089039,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/15,10.06,0.003992016,-0.001984127,-0.00984252,-0.19,-0.02,1396.569946,0.002404484,0.007829847,0.021026229,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/16,10.1,0.003976143,0.006979063,0.00099108,-0.19,0,1399.76001,0.002284214,0.01554784,0.023710302,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/17,10.13,0.002970297,0.008964143,0.007960199,-0.15,0.04,1401.199951,0.001028706,0.014700504,0.027046764,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/20,10.14,0.000987167,0.012987013,0.006951341,-0.16,-0.01,1400.5,-0.000499537,0.01161494,0.015016865,92.1,6385.42,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/21,10.16,0.001972387,0.013972056,0.010945274,-0.17,-0.01,1402.810059,0.001649453,0.006883398,0.014441362,92.1,6406.975,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/22,10.15,-0.000984252,0.008946322,0.006944444,-0.17,0,1406.089966,0.002338098,0.006816716,0.014699936,92.1,6406.975,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/23,10.16,0.000985222,0.005940594,0.012961117,-0.17,0,1406.089966,0,0.004522172,0.020140323,92.1,6406.975,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/24,10.17,0.000984252,0.003948667,0.012948207,-0.18,-0.01,1400.949951,-0.003655538,-0.000178419,0.014519463,92.1,6406.975,40.7,1535,234701,10975.6,137063,102.1252,1.32,Little High Point
2006/11/27,10.08,-0.008849558,-0.00591716,0.006993007,-0.17,0.01,1381.959961,-0.013555081,-0.013238157,-0.001776977,92.1,6406.975,41,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/28,10.07,-0.000992063,-0.008858268,0.00499002,-0.16,0.01,1386.719971,0.003444391,-0.011469898,-0.004665451,92.1,6406.975,41,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/29,10.14,0.006951341,-0.000985222,0.007952286,-0.17,-0.01,1399.47998,0.009201576,-0.004700969,0.002083701,92.1,6406.975,41,1535,234701,10975.6,137063,102.1252,1.32,Little Low Point
2006/11/30,10.1,-0.003944773,-0.005905512,0,-0.16,0.01,1400.630005,0.000821752,-0.003883081,0.000621532,92.1,6406.975,41,1535,216952,11054.7,137063,102.0668,1.32,Low Point
2006/12/1,10.07,-0.002970297,-0.009832842,-0.005923001,-0.09,0.07,1396.709961,-0.002798772,-0.003026511,-0.003204389,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Low Point
2006/12/4,10.13,0.005958292,0.004960317,-0.000986193,-0.09,0,1409.119995,0.00888519,0.019653271,0.006154941,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Low Point
2006/12/5,10.13,0,0.005958292,-0.002952756,-0.07,0.02,1414.76001,0.004002509,0.020220405,0.008518581,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Low Point
2006/12/6,10.14,0.000987167,0,-0.000985222,-0.11,-0.04,1412.900024,-0.001314701,0.009589308,0.004843259,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Low Point
2006/12/7,10.16,0.001972387,0.005940594,0,-0.09,0.02,1407.290039,-0.003970546,0.004755027,0.000853482,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Low Point
2006/12/8,10.19,0.002952756,0.011916584,0.001966568,-0.12,-0.03,1409.839966,0.001811941,0.009400667,0.006345705,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little Low Point
2006/12/11,10.22,0.002944063,0.008884501,0.013888889,-0.15,-0.03,1413.040039,0.002269813,0.002781909,0.022489854,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little Low Point
2006/12/12,10.26,0.003913894,0.012833169,0.018867925,-0.12,0.03,1411.560059,-0.001047373,-0.002261833,0.017912836,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little Low Point
2006/12/13,10.31,0.004873294,0.016765286,0.016765286,-0.12,0,1413.209961,0.00116885,0.000219362,0.009810773,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little Low Point
2006/12/14,10.37,0.005819593,0.020669291,0.026732673,-0.13,-0.01,1425.48999,0.008689458,0.012932623,0.017749145,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little Low Point
2006/12/15,10.36,-0.00096432,0.016683023,0.028798411,-0.13,0,1427.089966,0.001122404,0.012235431,0.021751119,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/18,10.35,-0.000965251,0.012720157,0.02171767,-0.11,0.02,1422.47998,-0.00323034,0.00668059,0.009481084,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little Low Point
2006/12/19,10.39,0.003864734,0.012670565,0.025666338,-0.11,0,1425.550049,0.002158251,0.009911013,0.007626763,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/20,10.41,0.001924928,0.009699321,0.026627219,-0.11,0,1423.530029,-0.001417011,0.007302572,0.007523537,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/21,10.37,-0.003842459,0,0.020669291,-0.11,0,1418.300049,-0.003673951,-0.005043838,0.007823554,91.7,6406.975,41,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/22,10.35,-0.00192864,-0.000965251,0.015701668,-0.08,0.03,1410.76001,-0.005316251,-0.011442836,0.000652588,91.7,6394.2,41,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/25,10.37,0.001932367,0.001932367,0.014677104,-0.08,0,1410.76001,0,-0.008239111,-0.001613563,91.7,6394.2,41,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/26,10.38,0.00096432,-0.000962464,0.011695906,-0.1,-0.02,1416.900024,0.004352274,-0.006067851,0.003783024,91.7,6394.2,40.9,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/27,10.47,0.00867052,0.005763689,0.015518914,-0.11,-0.01,1426.839966,0.007015274,0.002325161,0.009644713,91.7,6394.2,40.9,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/28,10.46,-0.00095511,0.008678881,0.008678881,-0.12,-0.01,1424.72998,-0.001478783,0.004533548,-0.000533157,91.7,6394.2,40.9,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2006/12/29,10.43,-0.002868069,0.007729469,0.006756757,-0.11,0.01,1418.300049,-0.004513087,0.005344665,-0.006159329,91.7,6394.2,40.9,1638,216952,11054.7,137249,102.0668,1.28,Little High Point
2007/1/2,10.44,0.000958773,0.006750241,0.008695652,-0.12,-0.01,1418.300049,0,0.005344665,-0.002938481,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/3,10.44,0,0.005780347,0.00481232,-0.09,0.03,1416.599976,-0.001198669,-0.000211764,-0.00627833,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little High Point
2007/1/4,10.41,-0.002873563,-0.005730659,0,-0.09,0,1418.339966,0.001228286,-0.00595722,-0.00364591,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/5,10.32,-0.008645533,-0.013384321,-0.004821601,-0.11,-0.02,1409.709961,-0.006084581,-0.010542362,-0.006056608,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/8,10.31,-0.000968992,-0.011505273,-0.003864734,-0.12,-0.01,1412.839966,0.002220318,-0.003849738,0.001474351,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Low Point
2007/1/9,10.36,0.004849661,-0.007662835,-0.00096432,-0.13,-0.01,1412.109985,-0.000516676,-0.004364425,0.000956913,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Low Point
2007/1/10,10.33,-0.002895753,-0.010536398,-0.004816956,-0.12,0.01,1414.849976,0.001940352,-0.001235352,-0.001446854,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Low Point
2007/1/11,10.39,0.005808325,-0.00192123,-0.007640879,-0.12,0,1423.819946,0.006339874,0.003863658,-0.002116579,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/12,10.4,0.000962464,0.007751938,-0.005736138,-0.11,0.01,1430.72998,0.004853166,0.014910882,0.004211324,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/15,10.46,0.005769231,0.014548982,0.002876318,-0.11,0,1430.72998,0,0.012662449,0.008763964,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/16,10.46,0,0.00965251,0.001915709,-0.11,0,1431.900024,0.000817795,0.014014517,0.009588927,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/17,10.42,-0.003824092,0.008712488,-0.001915709,-0.12,-0.01,1430.619995,-0.000893937,0.011146072,0.00989695,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/18,10.45,0.002879079,0.005774783,0.003842459,-0.14,-0.02,1426.369995,-0.00297074,0.001790991,0.005661569,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/19,10.48,0.002870813,0.007692308,0.015503876,-0.15,-0.01,1430.5,0.002895465,-0.000160743,0.014747742,96.9,6394.2,40.9,1626,224809,11112,137477,101.9688,1.31,Low Point
2007/1/22,10.52,0.003816794,0.005736138,0.020368574,-0.15,0,1422.949951,-0.005277909,-0.005437804,0.007155789,96.9,6419.575,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/23,10.56,0.003802281,0.009560229,0.019305019,-0.13,0.02,1427.98999,0.003541965,-0.002730661,0.011245587,96.9,6419.575,40.9,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/24,10.56,0,0.013435701,0.022265247,-0.12,0.01,1440.130005,0.008501471,0.006647475,0.017867639,96.9,6419.575,40.9,1626,224809,11112,137477,101.9688,1.31,Low Point
2007/1/25,10.52,-0.003787879,0.006698565,0.012512031,-0.11,0.01,1423.900024,-0.011269803,-0.001731648,5.62E-05,96.9,6419.575,40.8,1626,224809,11112,137477,101.9688,1.31,Low Point
2007/1/26,10.51,-0.00095057,0.002862595,0.010576923,-0.11,0,1422.180054,-0.001207929,-0.00581611,-0.005975919,96.9,6419.575,40.8,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/29,10.51,0,-0.00095057,0.004780115,-0.09,0.02,1420.619995,-0.001096949,-0.001637412,-0.007066312,96.9,6419.575,40.8,1626,224809,11112,137477,101.9688,1.31,Little Low Point
2007/1/30,10.57,0.005708849,0.00094697,0.010516252,-0.1,-0.01,1428.819946,0.005772093,0.000581206,-0.002151043,96.9,6419.575,40.8,1626,229243,11157.6,137477,103.0292,1.31,Little Low Point
2007/1/31,10.56,-0.000946074,0,0.013435701,-0.11,-0.01,1438.23999,0.006592884,-0.001312392,0.005326359,96.9,6419.575,40.8,1626,229243,11157.6,137477,103.0292,1.31,Low Point
2007/2/1,10.64,0.007575758,0.011406844,0.018181818,-0.12,-0.01,1445.939941,0.005353732,0.015478557,0.013720105,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,Low Point
2007/2/2,10.68,0.003759398,0.016175071,0.019083969,-0.11,0.01,1448.390015,0.001694451,0.018429425,0.012506127,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,Little Low Point
2007/2/5,10.67,-0.00093633,0.015223597,0.014258555,-0.11,0,1446.98999,-0.000966608,0.018562314,0.016894508,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,Low Point
2007/2/6,10.73,0.005623243,0.015137181,0.016098485,-0.13,-0.02,1448,0.000698008,0.013423703,0.01401271,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,Little High Point
2007/2/7,10.76,0.002795899,0.018939394,0.018939394,-0.13,0,1450.02002,0.001395041,0.008190587,0.006867446,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,Little High Point
2007/2/8,10.73,-0.002788104,0.008458647,0.019961977,-0.14,-0.01,1448.310059,-0.001179267,0.001639154,0.017143082,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/9,10.7,-0.002795899,0.001872659,0.018078021,-0.13,0.01,1438.060059,-0.007077214,-0.007132027,0.01116596,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/12,10.66,-0.003738318,-0.000937207,0.014272122,-0.14,-0.01,1433.369995,-0.003261383,-0.009412639,0.008974955,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/13,10.75,0.008442777,0.001863933,0.017029328,-0.13,0.01,1444.26001,0.007597491,-0.002582866,0.010806165,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/14,10.8,0.004651163,0.003717472,0.022727273,-0.13,0,1455.300049,0.00764408,0.003641349,0.011861761,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/15,10.81,0.000925926,0.007455732,0.015977444,-0.13,0,1456.810059,0.001037594,0.005868909,0.007517683,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/16,10.83,0.001850139,0.012149533,0.014044944,-0.14,-0.01,1455.540039,-0.000871781,0.01215525,0.004936532,91.3,6419.575,40.8,1598,229243,11157.6,137558,103.0292,1.3,High Point
2007/2/26,10.83,0,0.015947467,0.014995314,-0.14,0,1449.369995,-0.004239007,0.011162505,0.001644797,91.3,6427.725,41,1598,229243,11157.6,137558,103.0292,1.3,Little High Point
2007/2/27,10.57,-0.024007387,-0.016744186,-0.014911463,-0.09,0.05,1399.040039,-0.034725402,-0.031310132,-0.033812128,91.3,6427.725,41,1598,229243,11157.6,137558,103.0292,1.3,Little High Point
2007/3/1,10.45,-0.011352886,-0.032407407,-0.028810409,-0.07,0.02,1403.170044,0.002952028,-0.035820795,-0.032309882,88.4,6427.725,41,1596,229243,11157.6,137793,103.0292,1.28,High Point
2007/3/2,10.35,-0.009569378,-0.042553191,-0.035414725,-0.04,0.03,1387.170044,-0.011402752,-0.047803085,-0.042214728,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Little High Point
2007/3/3,10.33,-0.001932367,-0.046168052,-0.034579439,-0.04,0,1387.170044,0,-0.046972253,-0.035387962,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Little Low Point
2007/3/5,10.15,-0.017424976,-0.06278855,-0.047842402,-0.02,0.02,1374.119995,-0.009407678,-0.05191911,-0.041336152,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/6,10.32,0.016748768,-0.023651845,-0.04,-0.05,-0.03,1395.410034,0.015493581,-0.00259464,-0.033823533,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/7,10.33,0.000968992,-0.011483254,-0.043518519,-0.04,0.01,1391.969971,-0.00246527,-0.007981978,-0.043516853,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/8,10.4,0.006776379,0.004830918,-0.037927845,-0.05,-0.01,1401.890015,0.007126622,0.010611512,-0.037698836,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/9,10.45,0.004807692,0.011616651,-0.035087719,-0.07,-0.02,1402.839966,0.000677622,0.011296324,-0.036206543,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/12,10.51,0.005741627,0.03546798,-0.029547553,-0.06,0.01,1406.599976,0.002680284,0.023636932,-0.029509386,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Little Low Point
2007/3/13,10.34,-0.016175071,0.001937984,-0.021759697,-0.02,0.04,1377.949951,-0.020368282,-0.012512511,-0.015074685,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Extremely Low Point
2007/3/14,10.25,-0.008704062,-0.007744434,-0.019138756,-0.01,0.01,1387.170044,0.006691167,-0.003448298,-0.011402752,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Extremely Low Point
2007/3/15,10.39,0.013658537,-0.000961538,0.003864734,-0.03,-0.02,1392.280029,0.003683748,-0.006855021,0.003683748,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Extremely Low Point
2007/3/16,10.43,0.003849856,-0.001913876,0.009680542,-0.03,0,1386.949951,-0.003828309,-0.011327033,-0.000158663,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/19,10.51,0.007670182,0,0.03546798,-0.03,0,1402.060059,0.010894487,-0.003227582,0.02033306,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/20,10.59,0.007611798,0.02417795,0.026162791,-0.04,-0.01,1410.939941,0.006333453,0.023941356,0.011129279,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/21,10.69,0.009442871,0.042926829,0.034849952,0.02,0.06,1435.040039,0.017080882,0.034509104,0.030941808,88.4,6427.725,41,1596,221030,11154.4,137793,102.4933,1.28,Little Low Point
2007/3/22,10.74,0.004677268,0.033686237,0.032692308,0.02,0,1434.540039,-0.000348422,0.030353096,0.023290004,88.4,6440.375,41,1596,221030,11154.4,137793,102.4933,1.28,Little Low Point
2007/3/23,10.77,0.002793296,0.032598274,0.03062201,0.02,0,1436.109985,0.00109439,0.035444707,0.02371619,88.4,6440.375,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/26,10.73,-0.00371402,0.020932445,0.020932445,0.04,0.02,1437.5,0.000967903,0.025277049,0.021967883,88.4,6440.375,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/27,10.73,0,0.013220019,0.037717602,0.04,0,1428.609985,-0.006184358,0.012523598,0.036764785,88.4,6440.375,41,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/28,10.67,-0.005591799,-0.001870907,0.04097561,0.09,0.05,1417.22998,-0.007965789,-0.012410845,0.021669972,88.4,6440.375,41.1,1596,221030,11154.4,137793,102.4933,1.28,Extremely Low Point
2007/3/29,10.77,0.009372071,0.002793296,0.036573628,0.06,-0.03,1422.530029,0.003739724,-0.008372028,0.021726951,88.4,6440.375,41.1,1596,221030,11154.4,137793,102.4933,1.28,Low Point
2007/3/30,10.78,0.000928505,0.000928505,0.033557047,0.07,0.01,1420.859985,-0.001173996,-0.010618964,0.024449357,88.4,6440.375,41.1,1596,221030,11154.4,137793,102.4933,1.28,Extremely Low Point
2007/4/2,10.83,0.004638219,0.009319664,0.030447193,0.05,-0.02,1424.550049,0.002597064,-0.009008662,0.016040675,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Extremely Low Point
2007/4/3,10.91,0.007386888,0.016775396,0.030217186,0.04,-0.01,1437.77002,0.009280103,0.006411851,0.019015748,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Extremely Low Point
2007/4/4,10.91,0,0.022492971,0.020579981,0.05,0.01,1439.369995,0.001112817,0.015622034,0.003017307,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Low Point
2007/4/9,10.95,0.003666361,0.016713092,0.019553073,0.02,-0.03,1444.609985,0.003640475,0.01552161,0.007019634,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Low Point
2007/4/10,11.05,0.00913242,0.025046382,0.025998143,0.02,0,1448.390015,0.002616644,0.019375611,0.008550898,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Low Point
2007/4/11,11.03,-0.001809955,0.018467221,0.027958993,0.01,-0.01,1438.869995,-0.006572829,0.010052259,0.00095304,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Low Point
2007/4/12,11.05,0.001813237,0.012832264,0.029822926,0.01,0,1447.800049,0.006206297,0.006976101,0.013432682,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Low Point
2007/4/13,11.12,0.006334842,0.019248396,0.042174321,0,-0.01,1452.849976,0.003488,0.009365195,0.025133533,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/14,11.12,0,0.015525114,0.032497679,0,0,1452.849976,0,0.005703955,0.0213141,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/16,11.24,0.010791367,0.01719457,0.042671614,0,0,1468.329956,0.010654906,0.013766969,0.033409324,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little High Point
2007/4/17,11.24,0,0.019038985,0.037857802,0.01,0.01,1471.47998,0.002145311,0.022663608,0.032943687,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little High Point
2007/4/18,11.28,0.003558719,0.02081448,0.033913841,0.02,0.01,1472.5,0.000693193,0.017060333,0.024155449,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/19,11.21,-0.006205674,0.008093525,0.027497709,0.04,0.02,1470.72998,-0.001202051,0.012306848,0.021787299,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/20,11.31,0.008920607,0.017086331,0.032876712,0.04,0,1484.349976,0.009260705,0.021681523,0.027509149,87.1,6440.375,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/23,11.28,-0.00265252,0.003558719,0.02081448,0.04,0,1480.930054,-0.002303986,0.008581244,0.022466351,87.1,6458.38,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/24,11.26,-0.00177305,0.001779359,0.020852221,0.05,0.01,1480.410034,-0.000351144,0.006068757,0.028869904,87.1,6458.38,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little Low Point
2007/4/25,11.35,0.007992895,0.006205674,0.027149321,0.03,-0.02,1495.420044,0.01013909,0.015565395,0.032891279,87.1,6458.38,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little High Point
2007/4/26,11.33,-0.001762115,0.010704728,0.018884892,0.02,-0.01,1494.25,-0.000782418,0.015992072,0.028495732,87.1,6458.38,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little High Point
2007/4/27,11.32,-0.000882613,0.000884173,0.017985612,0.04,0.02,1494.069946,-0.000120498,0.006548301,0.028371801,87.1,6458.38,41.1,1470,223217,11205.1,137842,103.5264,1.28,Little High Point
2007/4/30,11.27,-0.004416961,-0.000886525,0.002669039,0.03,-0.01,1482.369995,-0.007830926,0.000972322,0.00956191,87.1,6458.38,41.1,1470,229902,11256.7,137842,103.7521,1.28,Little Low Point
