Date,Price,1d Price_C,5d Price_C,10d Price_C,T10Y2Y,T10Y2Y_C,S&P500 Close,1d S&P500 Close_C,5d S&P500 Close_C,10d S&P500 Close_C,University of Michigan Consumer,M2,Average Weekly Hours of Production,Building Permits,Manufacturers' New Orders Durable Goods,Real personal income excluding current transfer receipts,"All Employees, Total Nonfarm",Industrial Production Index,Inventories to Sales Ratios,Label
2001/11/16,9.14,0.003293085,0.00660793,0.048165138,1.82,0.01,1138.650024,-0.003142917,0.016370437,0.047323469,83.9,4598.98,41.1,1651,164123,9779.3,131142,91.3289,1.39,Little High Point
2001/11/19,9.17,0.003282276,0.013259669,0.045610034,1.88,0.06,1151.060059,0.010898902,0.029266947,0.043723563,83.9,4598.98,41.1,1651,164123,9779.3,131142,91.3289,1.39,Little High Point
2001/11/20,9.26,0.009814613,0.031180401,0.040449438,1.92,0.04,1142.660034,-0.007297643,0.003134141,0.021271696,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,High Point
2001/11/21,9.16,-0.010799136,0,0.020044543,1.87,-0.05,1137.030029,-0.004927104,-0.00366272,0.019026689,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,Little High Point
2001/11/22,9.11,-0.005458515,0,0.014476615,1.87,0,1137.030029,0,-0.004561179,0.016530468,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,Low Point
2001/11/23,9.13,0.00219539,-0.001094092,0.005506608,1.84,-0.03,1150.339966,0.01170588,0.010266493,0.026804996,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,Low Point
2001/11/26,9.15,0.002190581,-0.002181025,0.011049724,1.83,-0.01,1157.420044,0.00615477,0.005525329,0.034953985,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,Little Low Point
2001/11/27,9.22,0.007650273,-0.004319654,0.026726058,1.87,0.04,1149.5,-0.006842843,0.005986003,0.009138904,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,High Point
2001/11/28,9.16,-0.006507592,0,0,1.86,-0.01,1128.52002,-0.018251396,-0.007484419,-0.011119725,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,High Point
2001/11/29,9.03,-0.01419214,-0.008781559,-0.008781559,1.92,0.06,1140.199951,0.010349777,0.002787896,-0.001785999,83.9,4624.275,41.1,1651,164123,9779.3,131142,91.3289,1.39,Little Low Point
2001/11/30,9.08,0.005537099,-0.005476451,-0.006564551,1.94,0.02,1139.449951,-0.000657779,-0.00946678,0.000702522,83.9,4624.275,41.1,1651,171530,9745,131142,90.9315,1.39,High Point
2001/12/3,9.09,0.001101322,-0.006557377,-0.0087241,1.93,-0.01,1129.900024,-0.008381173,-0.023777038,-0.018383085,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,High Point
2001/12/4,9.03,-0.00660066,-0.020607375,-0.024838013,1.89,-0.04,1144.800049,0.01318703,-0.004088692,0.001872836,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/5,9.11,0.008859358,-0.005458515,-0.005458515,1.85,-0.04,1170.349976,0.022318244,0.037066206,0.029304369,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/6,9.34,0.025246981,0.034330011,0.025246981,1.85,0,1167.099976,-0.002776947,0.023592375,0.026446045,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,High Point
2001/12/7,9.34,0,0.028634361,0.023001095,2.01,0.16,1158.310059,-0.007531417,0.016551941,0.006928467,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,High Point
2001/12/10,9.29,-0.005353319,0.0220022,0.015300546,2.07,0.06,1139.930054,-0.015867949,0.008876918,-0.015111186,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little High Point
2001/12/11,9.11,-0.019375673,0.008859358,-0.011930586,2.1,0.03,1136.76001,-0.002780911,-0.007023095,-0.011083071,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/12,9.08,-0.003293085,-0.003293085,-0.008733624,2.05,-0.05,1137.069946,0.000272649,-0.028435964,0.007576229,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/13,9.1,0.002202643,-0.025695931,0.007751938,2.04,-0.01,1119.380005,-0.015557478,-0.040887646,-0.018259908,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/14,8.96,-0.015384615,-0.040685225,-0.013215859,2.04,0,1123.089966,0.0033143,-0.030406447,-0.014357792,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Extremely Low Point
2001/12/17,8.97,0.001116071,-0.03444564,-0.01320132,2.05,0.01,1134.359985,0.010034832,-0.004886325,0.003947217,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Extremely Low Point
2001/12/18,9.14,0.018952062,0.003293085,0.012181617,2.03,-0.02,1142.920044,0.007546157,0.00541894,-0.001642213,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/19,9.19,0.00547046,0.012114537,0.008781559,1.97,-0.06,1149.560059,0.005809693,0.010984472,-0.017763846,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/20,9.21,0.002176279,0.012087912,-0.01391863,1.93,-0.04,1139.930054,-0.008377122,0.018358421,-0.023279858,88.8,4624.275,41.1,1680,171530,9745,130982,90.9315,1.39,Low Point
2001/12/21,9.18,-0.003257329,0.024553571,-0.017130621,1.95,0.02,1144.890015,0.00435111,0.019410777,-0.011585882,88.8,4661.04,41.1,1680,171530,9745,130982,90.9315,1.39,Low Point
2001/12/24,9.26,0.008714597,0.032329989,-0.003229279,1.96,0.01,1144.650024,-0.000209619,0.009071229,0.004140579,88.8,4661.04,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/25,9.21,-0.005399568,0.007658643,0.010976948,1.96,0,1144.650024,0,0.001513649,0.006940791,88.8,4661.04,41.1,1680,171530,9745,130982,90.9315,1.39,Little Low Point
2001/12/26,9.24,0.003257329,0.005440696,0.017621145,1.96,0,1149.369995,0.004123506,-0.000165336,0.01081732,88.8,4661.04,41.1,1680,171530,9745,130982,90.9315,1.39,Little High Point
2001/12/27,9.24,0,0.003257329,0.015384615,1.94,-0.02,1157.130005,0.006751533,0.015088602,0.033724026,88.8,4661.04,41.1,1680,171530,9745,130982,90.9315,1.39,Little High Point
2001/12/28,9.32,0.008658009,0.015250545,0.040178571,1.99,0.05,1161.02002,0.003361779,0.014088694,0.033772944,88.8,4661.04,41.1,1680,171530,9745,130982,90.9315,1.39,High Point
2001/12/31,9.35,0.003218884,0.009719222,0.042363434,2,0.01,1148.079956,-0.011145427,0.00299649,0.0120949,88.8,4661.04,41.1,1680,163811,9749,130982,90.486,1.39,High Point
2002/1/2,9.3,-0.005347594,0.009771987,0.01750547,1.98,-0.02,1154.670044,0.005740095,0.008753785,0.010280684,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,Little High Point
2002/1/3,9.31,0.001075269,0.007575758,0.013057671,1.97,-0.01,1165.27002,0.009180091,0.013833687,0.013666064,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/4,9.43,0.012889366,0.020562771,0.023887079,1.99,0.02,1172.51001,0.006213144,0.01329151,0.028580662,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/7,9.45,0.002120891,0.013948498,0.029411765,2.01,0.02,1164.890015,-0.006498874,0.003333272,0.017468927,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,Extremely High Point
2002/1/8,9.42,-0.003174603,0.007486631,0.017278618,2.03,0.02,1160.709961,-0.003588368,0.01100098,0.014030434,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/9,9.32,-0.010615711,0.002150538,0.01194354,2.07,0.04,1155.140015,-0.004798741,0.000407018,0.009164365,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/10,9.29,-0.003218884,-0.002148228,0.005411255,2.06,-0.01,1156.550049,0.001220661,-0.007483219,0.006246947,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/11,9.27,-0.002152853,-0.016967126,0.003246753,2.16,0.1,1145.599976,-0.009467876,-0.022950793,-0.009964333,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/14,9.21,-0.006472492,-0.025396825,-0.011802575,2.12,-0.04,1138.410034,-0.006276137,-0.022731743,-0.019474243,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/15,9.13,-0.008686211,-0.030785563,-0.023529412,2.09,-0.03,1146.189941,0.006834011,-0.012509602,-0.00164624,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,Little High Point
2002/1/16,9.15,0.002190581,-0.018240343,-0.016129032,2.04,-0.05,1127.569946,-0.016245122,-0.023867296,-0.023469993,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/17,9.02,-0.01420765,-0.029063509,-0.031149302,2.02,-0.02,1138.880005,0.010030472,-0.015278235,-0.022647124,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/18,9.1,0.00886918,-0.018338727,-0.034994698,2.03,0.01,1127.579956,-0.009922072,-0.015729766,-0.038319548,93,4661.04,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/21,9.03,-0.007692308,-0.019543974,-0.044444444,2.03,0,1127.579956,0,-0.009513337,-0.032028825,93,4668.65,41.1,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/22,9.03,0,-0.010952903,-0.041401274,1.99,-0.04,1119.310059,-0.0073342,-0.023451508,-0.035667741,93,4668.65,41.1,1665,163811,9749,130852,90.486,1.39,Extremely High Point
2002/1/23,8.98,-0.005537099,-0.018579235,-0.036480687,1.98,-0.01,1128.180054,0.00792452,0.000541082,-0.023339128,93,4668.65,41.1,1665,163811,9749,130852,90.486,1.39,Extremely High Point
2002/1/24,9.01,0.003340757,-0.001108647,-0.030139935,1.92,-0.06,1132.150024,0.003518915,-0.005909298,-0.02109725,93,4668.65,41.1,1665,163811,9749,130852,90.486,1.39,Extremely High Point
2002/1/25,9.05,0.004439512,-0.005494505,-0.02373247,1.93,0.01,1133.280029,0.000998105,0.005055139,-0.010754144,93,4668.65,40.4,1665,163811,9749,130852,90.486,1.39,Extremely High Point
2002/1/28,9,-0.005524862,-0.003322259,-0.022801303,1.93,0,1133.060059,-0.0001941,0.004860057,-0.004699515,93,4668.65,40.4,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/29,8.98,-0.002222222,-0.005537099,-0.016429354,1.97,0.04,1100.640015,-0.02861282,-0.016679957,-0.039740295,93,4668.65,40.4,1665,163811,9749,130852,90.486,1.39,High Point
2002/1/30,8.78,-0.022271715,-0.022271715,-0.040437158,1.96,-0.01,1113.569946,0.011747648,-0.012950156,-0.012416081,93,4668.65,40.4,1665,165304,9754.4,130852,90.5073,1.39,Little High Point
2002/1/31,8.76,-0.002277904,-0.027746948,-0.028824834,1.91,-0.05,1130.199951,0.014933956,-0.001722451,-0.00762157,93,4668.65,40.4,1665,165304,9754.4,130852,90.5073,1.39,High Point
2002/2/1,8.88,0.01369863,-0.01878453,-0.024175824,1.94,0.03,1122.199951,-0.007078394,-0.009776999,-0.004771285,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,High Point
2002/2/4,8.8,-0.009009009,-0.022222222,-0.025470653,1.95,0.01,1094.439941,-0.024737133,-0.034084793,-0.02939039,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Little High Point
2002/2/5,8.63,-0.019318182,-0.038975501,-0.044296788,1.93,-0.02,1090.02002,-0.004038523,-0.009648927,-0.02616794,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Little High Point
2002/2/6,8.58,-0.005793743,-0.022779043,-0.04454343,1.94,0.01,1083.51001,-0.005972377,-0.026994206,-0.039594783,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Little Low Point
2002/2/7,8.53,-0.005827506,-0.026255708,-0.05327414,1.94,0,1080.170044,-0.003082543,-0.044266421,-0.045912625,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Low Point
2002/2/8,8.54,0.001172333,-0.038288288,-0.056353591,1.95,0.01,1096.219971,0.014858704,-0.023150937,-0.032701589,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Low Point
2002/2/15,8.82,0.032786885,0.002272727,-0.02,1.89,-0.06,1104.180054,0.007261392,0.008899632,-0.025488503,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Little Low Point
2002/2/18,8.73,-0.010204082,0.011587486,-0.027839644,1.89,0,1104.180054,0,0.012990618,0.003216346,90.7,4668.65,40.4,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/19,8.71,-0.002290951,0.015151515,-0.007972665,1.9,0.01,1083.339966,-0.018873813,-0.000156938,-0.027146907,90.7,4694.975,40.4,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/20,8.54,-0.019517796,0.001172333,-0.025114155,1.88,-0.02,1097.97998,0.013513776,0.016488085,-0.028508204,90.7,4694.975,40.4,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/21,8.59,0.005854801,0.005854801,-0.032657658,1.88,0,1080.949951,-0.015510327,-0.013929704,-0.036758155,90.7,4694.975,40.4,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/22,8.54,-0.005820722,-0.031746032,-0.029545455,1.87,-0.01,1089.839966,0.008224261,-0.012987092,-0.00420304,90.7,4694.975,40.4,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/25,8.55,0.00117096,-0.020618557,-0.009269988,1.85,-0.02,1109.430054,0.017975197,0.004754659,0.017807044,90.7,4694.975,40.6,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/26,8.66,0.012865497,-0.005740528,0.009324009,1.85,0,1109.380005,-4.51E-05,0.024036812,0.023876102,90.7,4694.975,40.6,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/2/27,8.66,0,0.014051522,0.015240328,1.75,-0.1,1109.890015,0.000459725,0.010847224,0.02751416,90.7,4694.975,40.6,1787,165304,9754.4,130736,90.5073,1.38,Extremely Low Point
2002/3/1,8.7,0.004618938,0.012805588,0.018735363,1.8,0.05,1131.780029,0.019722688,0.047023526,0.032438798,95.7,4694.975,40.6,1691,165304,9754.4,130717,90.5073,1.37,Extremely Low Point
2002/3/4,8.84,0.016091954,0.035128806,0.002267574,1.78,-0.02,1153.839966,0.019491364,0.058724218,0.044974469,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Extremely Low Point
2002/3/5,9.01,0.019230769,0.05380117,0.03207331,1.77,-0.01,1146.140015,-0.006673327,0.033089027,0.038001013,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little Low Point
2002/3/6,8.98,-0.003329634,0.036951501,0.030998852,1.8,0.03,1162.77002,0.014509575,0.048125994,0.073319601,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Low Point
2002/3/7,9.05,0.0077951,0.045034642,0.05971897,1.86,0.06,1157.540039,-0.004497864,0.042932204,0.054245123,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little High Point
2002/3/8,9.08,0.003314917,0.043678161,0.057043073,1.73,-0.13,1164.310059,0.005848627,0.028742361,0.077117454,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little High Point
2002/3/11,9.13,0.005506608,0.03280543,0.069086651,1.74,0.01,1168.26001,0.003392525,0.012497438,0.071955559,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little High Point
2002/3/12,9.12,-0.00109529,0.012208657,0.066666667,1.76,0.02,1165.579956,-0.002294056,0.016961227,0.050611485,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/13,9.08,-0.004385965,0.011135857,0.048498845,1.79,0.03,1154.089966,-0.009857745,-0.007464979,0.040301755,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little High Point
2002/3/14,9.02,-0.00660793,-0.003314917,0.041570439,1.77,-0.02,1153.040039,-0.000909745,-0.003887555,0.038877748,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little High Point
2002/3/15,9.05,0.003325942,-0.003303965,0.040229885,1.72,-0.05,1166.160034,0.011378612,0.001588902,0.030376932,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,Little High Point
2002/3/18,9.17,0.013259669,0.004381161,0.037330317,1.65,-0.07,1165.550049,-0.000523071,-0.002319656,0.010148793,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/19,9.17,0,0.005482456,0.017758047,1.69,0.04,1170.290039,0.004066741,0.004040978,0.021070745,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/20,9.22,0.005452563,0.015418502,0.026726058,1.69,0,1151.849976,-0.015756832,-0.001940915,-0.009391405,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/21,9.06,-0.017353579,0.00443459,0.001104972,1.66,-0.03,1153.589966,0.001510605,0.000476937,-0.003412472,95.7,4694.975,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/22,9.09,0.003311258,0.00441989,0.001101322,1.63,-0.03,1148.699951,-0.004238954,-0.014972287,-0.013407174,95.7,4751.875,40.6,1691,162677,9749,130717,91.0794,1.37,Extremely High Point
2002/3/25,9.05,-0.00440044,-0.01308615,-0.008762322,1.63,0,1131.869995,-0.014651307,-0.028896274,-0.031148901,95.7,4751.875,40.6,1691,162677,9749,130717,91.0794,1.37,Extremely High Point
2002/3/26,8.96,-0.009944751,-0.022900763,-0.01754386,1.67,0.04,1138.48999,0.005848724,-0.027172793,-0.02324162,95.7,4751.875,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/27,8.98,0.002232143,-0.026030369,-0.011013216,1.69,0.02,1144.579956,0.005349161,-0.006311603,-0.008240267,95.7,4751.875,40.6,1691,162677,9749,130717,91.0794,1.37,High Point
2002/3/28,9,0.002227171,-0.006622517,-0.002217295,1.7,0.01,1147.390015,0.002455101,-0.005374484,-0.004900111,95.7,4751.875,40.5,1691,162677,9749,130717,91.0794,1.37,Extremely High Point
2002/3/29,9.03,0.003333333,-0.00660066,-0.002209945,1.7,0,1147.390015,0,-0.001140364,-0.016095577,95.7,4751.875,40.5,1691,162677,9749,130717,91.0794,1.37,Extremely High Point
2002/4/1,9.02,-0.00110742,-0.003314917,-0.016357688,1.7,0,1146.540039,-0.000740791,0.012960891,-0.016309905,93,4751.875,40.5,1669,162677,9749,130623,91.0794,1.35,Extremely High Point
2002/4/2,9.01,-0.001108647,0.005580357,-0.017448201,1.73,0.03,1136.76001,-0.008530037,-0.001519539,-0.028651042,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/3,8.97,-0.004439512,-0.001113586,-0.027114967,1.75,0.02,1125.400024,-0.009993302,-0.01675718,-0.022963018,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/4,8.93,-0.004459309,-0.007777778,-0.014348786,1.71,-0.04,1126.339966,0.000835207,-0.018346028,-0.023621911,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/8,8.83,-0.011198208,-0.022148394,-0.02860286,1.74,0.03,1125.290039,-0.000932158,-0.019261084,-0.020379484,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Little High Point
2002/4/9,8.79,-0.004530011,-0.025498891,-0.028729282,1.74,0,1117.800049,-0.006656053,-0.025066713,-0.012430709,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/10,8.73,-0.006825939,-0.031076582,-0.025669643,1.76,0.02,1130.469971,0.011334694,-0.005533304,-0.007044435,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/11,8.8,0.008018328,-0.018952062,-0.020044543,1.75,-0.01,1103.689941,-0.023689289,-0.019290992,-0.035724909,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/12,8.62,-0.020454545,-0.034714446,-0.042222222,1.77,0.02,1111.01001,0.00663236,-0.013610416,-0.031706747,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/15,8.66,0.004640371,-0.019252548,-0.040974529,1.77,0,1102.550049,-0.007614658,-0.020208115,-0.039079969,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/16,8.65,-0.001154734,-0.01592719,-0.041019956,1.77,0,1128.369995,0.023418389,0.009456026,-0.015847719,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/17,8.82,0.019653179,0.010309278,-0.02108768,1.83,0.06,1126.069946,-0.002038382,-0.003892209,-0.009403976,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/18,8.81,-0.001133787,0.001136364,-0.017837235,1.85,0.02,1124.469971,-0.001420849,0.018827779,-0.00082642,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/19,8.8,-0.001135074,0.020881671,-0.014557671,1.85,0,1125.170044,0.00062258,0.01274519,-0.001038693,93,4751.875,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/22,8.78,-0.002272727,0.013856813,-0.005662514,1.82,-0.03,1107.829956,-0.015411082,0.004788814,-0.015516074,93,4744.14,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/23,8.66,-0.013667426,0.001156069,-0.014789534,1.79,-0.03,1100.959961,-0.006201308,-0.024291708,-0.015065385,93,4744.14,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/24,8.6,-0.006928406,-0.024943311,-0.01489118,1.83,0.04,1093.140015,-0.007102843,-0.029243238,-0.033021625,93,4744.14,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/25,8.54,-0.006976744,-0.030646992,-0.029545455,1.85,0.02,1091.47998,-0.001518593,-0.029338259,-0.011062854,93,4744.14,40.5,1669,172406,9743.4,130623,91.0553,1.35,High Point
2002/4/26,8.53,-0.00117096,-0.030681818,-0.010440835,1.86,0.01,1076.319946,-0.013889429,-0.043415747,-0.031223899,93,4744.14,40.5,1669,172406,9743.4,130623,91.0553,1.35,Extremely High Point
2002/4/29,8.44,-0.010550996,-0.038724374,-0.025404157,1.87,0.01,1065.449951,-0.010099223,-0.038254973,-0.033649355,93,4744.14,40.5,1669,172406,9743.4,130623,91.0553,1.35,Little High Point
2002/4/30,8.42,-0.002369668,-0.027713626,-0.026589595,1.87,0,1076.920044,0.010765492,-0.021835414,-0.045596703,93,4744.14,40.5,1669,167853,9735.2,130623,91.798,1.35,Little Low Point
2002/5/2,8.46,0.004750594,-0.01627907,-0.040816327,1.88,0.01,1084.560059,0.00709432,-0.007848909,-0.036862619,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Little High Point
2002/5/3,8.44,-0.002364066,-0.011709602,-0.04199773,1.91,0.03,1073.430054,-0.01026223,-0.016537111,-0.0453902,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Little Low Point
2002/5/6,8.36,-0.009478673,-0.01992966,-0.05,1.91,0,1052.670044,-0.019339881,-0.021972929,-0.064434705,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Low Point
2002/5/7,8.28,-0.009569378,-0.018957346,-0.056947608,1.95,0.04,1049.48999,-0.003020941,-0.01497955,-0.052661481,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Low Point
2002/5/8,8.22,-0.007246377,-0.023752969,-0.050808314,1.92,-0.03,1088.849976,0.037503917,0.011077825,-0.010999478,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Low Point
2002/5/9,8.47,0.030413625,0.001182033,-0.015116279,1.93,0.01,1073.01001,-0.014547427,-0.010649525,-0.018414846,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Little High Point
2002/5/10,8.36,-0.012987013,-0.009478673,-0.021077283,1.96,0.03,1054.98999,-0.016793897,-0.017178636,-0.033431662,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Little Low Point
2002/5/13,8.26,-0.011961722,-0.011961722,-0.031652989,1.95,-0.01,1074.560059,0.018550004,0.020794754,-0.001635097,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Little Low Point
2002/5/14,8.38,0.014527845,0.012077295,-0.007109005,1.92,-0.03,1097.280029,0.021143509,0.045536441,0.029874775,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Little High Point
2002/5/15,8.49,0.013126492,0.032846715,0.008313539,1.91,-0.01,1091.069946,-0.005659524,0.002038821,0.013139232,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,High Point
2002/5/16,8.46,-0.003533569,-0.001180638,0,1.92,0.01,1098.22998,0.006562397,0.023503947,0.012604116,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,High Point
2002/5/17,8.52,0.007092199,0.019138756,0.009478673,1.86,-0.06,1106.589966,0.007612236,0.048910394,0.030891544,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/20,8.54,0.002347418,0.033898305,0.0215311,1.88,0.02,1091.880005,-0.013293055,0.016118174,0.037248102,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/21,8.49,-0.005854801,0.013126492,0.025362319,1.9,0.02,1079.880005,-0.010990219,-0.015857414,0.028956937,96.9,4744.14,40.5,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/22,8.4,-0.010600707,-0.010600707,0.02189781,1.9,0,1086.02002,0.005685831,-0.004628416,-0.002599032,96.9,4759.975,40.5,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/23,8.4,0,-0.007092199,-0.008264463,1.88,-0.02,1097.079956,0.010183915,-0.001047161,0.022432173,96.9,4759.975,40.5,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/24,8.48,0.00952381,-0.004694836,0.014354067,1.88,0,1083.819946,-0.01208664,-0.020576745,0.027327232,96.9,4759.975,40.5,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/27,8.38,-0.011792453,-0.018735363,0.014527845,1.88,0,1083.819946,0,-0.007381818,0.008617375,96.9,4759.975,40.4,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/28,8.36,-0.002386635,-0.015312132,-0.002386635,1.86,-0.02,1074.550049,-0.008552986,-0.004935693,-0.02071484,96.9,4759.975,40.4,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/29,8.27,-0.01076555,-0.01547619,-0.025912839,1.87,0.01,1067.660034,-0.006412,-0.016905753,-0.021455922,96.9,4759.975,40.4,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
2002/5/30,8.23,-0.004836759,-0.020238095,-0.027186761,1.89,0.02,1064.660034,-0.002809883,-0.029551102,-0.030567319,96.9,4759.975,40.4,1716,167853,9735.2,130634,91.798,1.35,Extremely High Point
