,Date,Adj Close,Δ% next 10d,Current Status,Investing State
1309,1/11/2001,8.61,0.058072009,bit low,0
1310,2/11/2001,8.72,0.048165138,bit low,0
1311,5/11/2001,8.77,0.045610034,bit low,0
1312,6/11/2001,8.9,0.040449438,bit low,0
1313,7/11/2001,8.98,0.020044543,low,0
1314,8/11/2001,8.98,0.014476615,low,0
1315,9/11/2001,9.08,0.005506608,low,0
1316,12/11/2001,9.05,0.011049724,low,0
1317,13/11/2001,8.98,0.026726058,bit low,0
1318,14/11/2001,9.16,0.0,none,0
1319,15/11/2001,9.11,-0.008781559,high,0
1320,16/11/2001,9.14,-0.006564551,high,0
1321,19/11/2001,9.17,-0.0087241,high,0
1322,20/11/2001,9.26,-0.024838013,high,0
1323,21/11/2001,9.16,-0.005458515,high,0
1324,22/11/2001,9.11,0.025246981,bit low,0
1325,23/11/2001,9.13,0.023001095,low,0
1326,26/11/2001,9.15,0.015300546,low,0
1327,27/11/2001,9.22,-0.011930586,high,0
1328,28/11/2001,9.16,-0.008733624,high,0
1329,29/11/2001,9.03,0.007751938,low,0
1330,30/11/2001,9.08,-0.013215859,high,0
1331,3/12/2001,9.09,-0.01320132,high,0
1332,4/12/2001,9.03,0.012181617,low,0
1333,5/12/2001,9.11,0.008781559,low,0
1334,6/12/2001,9.34,-0.01391863,high,0
1335,7/12/2001,9.34,-0.017130621,high,0
1336,10/12/2001,9.29,-0.003229279,high,0
1337,11/12/2001,9.11,0.010976948,low,0
1338,12/12/2001,9.08,0.017621145,low,0
1339,13/12/2001,9.1,0.015384615,low,0
1340,14/12/2001,8.96,0.040178571,bit low,0
1341,17/12/2001,8.97,0.042363434,bit low,0
1342,18/12/2001,9.14,0.01750547,low,0
1343,19/12/2001,9.19,0.013057671,low,0
1344,20/12/2001,9.21,0.023887079,low,0
1345,21/12/2001,9.18,0.029411765,bit low,0
1346,24/12/2001,9.26,0.017278618,low,0
1347,25/12/2001,9.21,0.01194354,low,0
1348,26/12/2001,9.24,0.005411255,low,0
1349,27/12/2001,9.24,0.003246753,low,0
1350,28/12/2001,9.32,-0.011802575,high,0
1351,31/12/2001,9.35,-0.023529412,high,0
1352,2/1/2002,9.3,-0.016129032,high,0
1353,3/1/2002,9.31,-0.031149302,bit high,0
1354,4/1/2002,9.43,-0.034994698,bit high,0
1355,7/1/2002,9.45,-0.044444444,bit high,0
1356,8/1/2002,9.42,-0.041401274,bit high,0
1357,9/1/2002,9.32,-0.036480687,bit high,0
1358,10/1/2002,9.29,-0.030139935,bit high,0
1359,11/1/2002,9.27,-0.02373247,high,0
1360,14/1/2002,9.21,-0.022801303,high,0
1361,15/1/2002,9.13,-0.016429354,high,0
1362,16/1/2002,9.15,-0.040437158,bit high,0
1363,17/1/2002,9.02,-0.028824834,bit high,0
1364,18/1/2002,9.1,-0.024175824,high,0
1365,21/1/2002,9.03,-0.025470653,high,0
1366,22/1/2002,9.03,-0.044296788,bit high,0
1367,23/1/2002,8.98,-0.04454343,bit high,0
1368,24/1/2002,9.01,-0.05327414,bit high,0
1369,25/1/2002,9.05,-0.056353591,bit high,0
1370,28/1/2002,9.0,-0.02,high,0
1371,29/1/2002,8.98,-0.027839644,high,0
1372,30/1/2002,8.78,-0.007972665,high,0
1373,31/1/2002,8.76,-0.025114155,high,0
1374,1/2/2002,8.88,-0.032657658,bit high,0
1375,4/2/2002,8.8,-0.029545455,bit high,0
1376,5/2/2002,8.63,-0.009269988,high,0
1377,6/2/2002,8.58,0.009324009,low,0
1378,7/2/2002,8.53,0.015240328,low,0
1379,8/2/2002,8.54,0.018735363,low,0
1380,15/2/2002,8.82,0.002267574,low,0
1381,18/2/2002,8.73,0.03207331,bit low,0
1382,19/2/2002,8.71,0.030998852,bit low,0
1383,20/2/2002,8.54,0.05971897,very low,0
1384,21/2/2002,8.59,0.057043073,bit low,0
1385,22/2/2002,8.54,0.069086651,very low,1
1386,25/2/2002,8.55,0.066666667,very low,0
1387,26/2/2002,8.66,0.048498845,bit low,0
1388,27/2/2002,8.66,0.041570439,bit low,0
1389,1/3/2002,8.7,0.040229885,bit low,0
1390,4/3/2002,8.84,0.037330317,bit low,0
1391,5/3/2002,9.01,0.017758047,low,0
1392,6/3/2002,8.98,0.026726058,bit low,0
1393,7/3/2002,9.05,0.001104972,low,0
1394,8/3/2002,9.08,0.001101322,low,0
1395,11/3/2002,9.13,-0.008762322,high,0
1396,12/3/2002,9.12,-0.01754386,high,0
1397,13/3/2002,9.08,-0.011013216,high,0
1398,14/3/2002,9.02,-0.002217295,high,0
1399,15/3/2002,9.05,-0.002209945,high,0
1400,18/3/2002,9.17,-0.016357688,high,0
1401,19/3/2002,9.17,-0.017448201,high,0
1402,20/3/2002,9.22,-0.027114967,high,0
1403,21/3/2002,9.06,-0.014348786,high,0
1404,22/3/2002,9.09,-0.02860286,bit high,0
1405,25/3/2002,9.05,-0.028729282,bit high,0
1406,26/3/2002,8.96,-0.025669643,high,0
1407,27/3/2002,8.98,-0.020044543,high,0
1408,28/3/2002,9.0,-0.042222222,bit high,0
1409,29/3/2002,9.03,-0.040974529,bit high,0
1410,1/4/2002,9.02,-0.041019956,bit high,0
1411,2/4/2002,9.01,-0.02108768,high,0
1412,3/4/2002,8.97,-0.017837235,high,0
1413,4/4/2002,8.93,-0.014557671,high,0
1414,8/4/2002,8.83,-0.005662514,high,0
1415,9/4/2002,8.79,-0.014789534,high,0
1416,10/4/2002,8.73,-0.01489118,high,0
1417,11/4/2002,8.8,-0.029545455,bit high,0
1418,12/4/2002,8.62,-0.010440835,high,0
1419,15/4/2002,8.66,-0.025404157,high,0
1420,16/4/2002,8.65,-0.026589595,high,0
1421,17/4/2002,8.82,-0.040816327,bit high,0
1422,18/4/2002,8.81,-0.04199773,bit high,0
1423,19/4/2002,8.8,-0.05,bit high,0
1424,22/4/2002,8.78,-0.056947608,bit high,0
1425,23/4/2002,8.66,-0.050808314,bit high,0
1426,24/4/2002,8.6,-0.015116279,high,0
1427,25/4/2002,8.54,-0.021077283,high,0
1428,26/4/2002,8.53,-0.031652989,bit high,0
1429,29/4/2002,8.44,-0.007109005,high,0
1430,30/4/2002,8.42,0.008313539,low,0
1431,2/5/2002,8.46,0.0,none,0
1432,3/5/2002,8.44,0.009478673,low,0
1433,6/5/2002,8.36,0.0215311,low,0
1434,7/5/2002,8.28,0.025362319,bit low,0
1435,8/5/2002,8.22,0.02189781,low,0
1436,9/5/2002,8.47,-0.008264463,high,0
1437,10/5/2002,8.36,0.014354067,low,0
1438,13/5/2002,8.26,0.014527845,low,0
1439,14/5/2002,8.38,-0.002386635,high,0
1440,15/5/2002,8.49,-0.025912839,high,0
1441,16/5/2002,8.46,-0.027186761,high,0
1442,17/5/2002,8.52,-0.038732394,bit high,0
1443,20/5/2002,8.54,-0.036299766,bit high,0
1444,21/5/2002,8.49,-0.049469965,bit high,0
1445,22/5/2002,8.4,-0.045238095,bit high,0
1446,23/5/2002,8.4,-0.04047619,bit high,0
1447,24/5/2002,8.48,-0.061320755,bit high,0
1448,27/5/2002,8.38,-0.052505967,bit high,0
1449,28/5/2002,8.36,-0.052631579,bit high,0
1450,29/5/2002,8.27,-0.045949214,bit high,0
1451,30/5/2002,8.23,-0.043742406,bit high,0
1452,31/5/2002,8.19,-0.048840049,bit high,0
1453,3/6/2002,8.23,-0.064398542,bit high,0
1454,4/6/2002,8.07,-0.021065675,high,0
1455,5/6/2002,8.02,-0.016209476,high,0
1456,6/6/2002,8.06,-0.034739454,bit high,0
1457,7/6/2002,7.96,-0.040201005,bit high,0
1458,10/6/2002,7.94,-0.052896725,bit high,0
1459,11/6/2002,7.92,-0.051767677,bit high,0
1460,12/6/2002,7.89,-0.051964512,bit high,0
1461,13/6/2002,7.87,-0.053367217,bit high,0
1462,14/6/2002,7.79,-0.026957638,high,0
1463,17/6/2002,7.7,-0.005194805,high,0
1464,18/6/2002,7.9,-0.039240506,bit high,0
1465,19/6/2002,7.89,-0.063371356,bit high,0
1466,20/6/2002,7.78,-0.053984576,bit high,0
1467,21/6/2002,7.64,-0.034031414,bit high,0
1468,24/6/2002,7.52,0.011968085,low,0
1469,25/6/2002,7.51,0.00665779,low,0
1470,26/6/2002,7.48,-0.010695187,high,0
1471,27/6/2002,7.45,-0.036241611,bit high,0
1472,28/6/2002,7.58,-0.063324538,bit high,0
1473,1/7/2002,7.66,-0.077023499,bit high,0
1474,2/7/2002,7.59,-0.086956522,very high,0
1475,3/7/2002,7.39,-0.071718539,bit high,0
1476,4/7/2002,7.36,-0.050271739,bit high,0
1477,5/7/2002,7.38,-0.063685637,bit high,0
1478,8/7/2002,7.61,-0.123521682,very high,0
1479,9/7/2002,7.56,-0.145502646,very high,0
1480,10/7/2002,7.4,-0.144594595,very high,0
1481,11/7/2002,7.18,-0.098885794,very high,0
1482,12/7/2002,7.1,-0.067605634,bit high,0
1483,15/7/2002,7.07,-0.046676096,bit high,0
1484,16/7/2002,6.93,0.012987013,low,0
1485,17/7/2002,6.86,0.024781341,bit low,0
1486,18/7/2002,6.99,0.012875536,low,0
1487,19/7/2002,6.91,-0.004341534,high,0
1488,22/7/2002,6.67,0.023988006,low,0
1489,23/7/2002,6.46,0.03250774,bit low,0
1490,24/7/2002,6.33,0.075829384,very low,1
1491,25/7/2002,6.47,0.066460587,very low,0
1492,26/7/2002,6.62,0.077039275,very low,0
1493,29/7/2002,6.74,0.06379822,very low,0
1494,30/7/2002,7.02,0.007122507,low,0
1495,31/7/2002,7.03,-0.0056899,high,0
1496,1/8/2002,7.08,0.005649718,low,0
1497,2/8/2002,6.88,0.052325581,bit low,0
1498,5/8/2002,6.83,0.064421669,very low,0
1499,6/8/2002,6.67,0.11844078,very low,1
1500,7/8/2002,6.81,0.076358297,very low,0
1501,8/8/2002,6.9,0.075362319,very low,0
1502,9/8/2002,7.13,0.056100982,bit low,0
1503,12/8/2002,7.17,0.033472803,bit low,0
1504,13/8/2002,7.07,0.04950495,bit low,0
1505,14/8/2002,6.99,0.061516452,very low,0
1506,15/8/2002,7.12,0.019662921,low,0
1507,16/8/2002,7.24,-0.004143646,high,0
1508,19/8/2002,7.27,-0.004126547,high,0
1509,20/8/2002,7.46,-0.038873995,bit high,0
1510,21/8/2002,7.33,-0.061391542,bit high,0
1511,22/8/2002,7.42,-0.061994609,bit high,0
1512,23/8/2002,7.53,-0.065073041,bit high,0
1513,26/8/2002,7.41,-0.051282051,bit high,0
1514,27/8/2002,7.42,-0.03638814,bit high,0
1515,28/8/2002,7.42,-0.030997305,bit high,0
1516,29/8/2002,7.26,-0.037190083,bit high,0
1517,30/8/2002,7.21,-0.024965326,high,0
1518,2/9/2002,7.24,-0.031767956,bit high,0
1519,3/9/2002,7.17,-0.037656904,bit high,0
1520,4/9/2002,6.88,-0.014534884,high,0
1521,5/9/2002,6.96,-0.040229885,bit high,0
1522,9/9/2002,7.04,-0.049715909,bit high,0
1523,10/9/2002,7.03,-0.06401138,bit high,0
1524,11/9/2002,7.15,-0.092307692,very high,0
1525,12/9/2002,7.19,-0.080667594,bit high,0
1526,13/9/2002,6.99,-0.030042918,bit high,0
1527,16/9/2002,7.03,-0.051209104,bit high,0
1528,17/9/2002,7.01,-0.069900143,bit high,0
1529,18/9/2002,6.9,-0.028985507,bit high,0
1530,19/9/2002,6.78,-0.016224189,high,0
1531,20/9/2002,6.68,-0.010479042,high,0
1532,23/9/2002,6.69,-0.02690583,high,0
1533,24/9/2002,6.58,-0.025835866,high,0
1534,25/9/2002,6.49,-0.00770416,high,0
1535,26/9/2002,6.61,-0.015128593,high,0
1536,27/9/2002,6.78,-0.008849558,high,0
1537,30/9/2002,6.67,0.007496252,low,0
1538,1/10/2002,6.52,0.075153374,very low,0
1539,2/10/2002,6.7,0.023880597,low,0
1540,3/10/2002,6.67,0.055472264,bit low,0
1541,4/10/2002,6.61,0.06505295,very low,0
1542,7/10/2002,6.51,0.087557604,very low,0
1543,8/10/2002,6.41,0.088923557,very low,1
1544,9/10/2002,6.44,0.077639752,very low,0
1545,11/10/2002,6.51,0.067588326,very low,0
1546,14/10/2002,6.72,0.044642857,bit low,0
1547,15/10/2002,6.72,0.040178571,bit low,0
1548,16/10/2002,7.01,-0.019971469,high,0
1549,17/10/2002,6.86,0.013119534,low,0
1550,18/10/2002,7.04,-0.005681818,high,0
1551,21/10/2002,7.04,-0.004261364,high,0
1552,22/10/2002,7.08,0.005649718,low,0
1553,23/10/2002,6.98,0.031518625,bit low,0
1554,24/10/2002,6.94,0.034582133,bit low,0
1555,25/10/2002,6.95,0.01294964,low,0
1556,28/10/2002,7.02,-0.007122507,high,0
1557,29/10/2002,6.99,-0.008583691,high,0
1558,30/10/2002,6.87,0.018922853,low,0
1559,31/10/2002,6.95,0.008633094,low,0
1560,1/11/2002,7.0,0.017142857,low,0
1561,4/11/2002,7.01,0.022824536,low,0
1562,5/11/2002,7.12,0.004213483,low,0
1563,6/11/2002,7.2,-0.008333333,high,0
1564,7/11/2002,7.18,-0.001392758,high,0
1565,8/11/2002,7.04,0.036931818,bit low,0
1566,11/11/2002,6.97,0.045911047,bit low,0
1567,12/11/2002,6.93,0.047619048,bit low,0
1568,13/11/2002,7.0,0.018571429,low,0
1569,14/11/2002,7.01,0.037089872,bit low,0
1570,15/11/2002,7.12,0.02247191,low,0
1571,18/11/2002,7.17,0.012552301,low,0
1572,19/11/2002,7.15,0.015384615,low,0
1573,20/11/2002,7.14,0.00280112,low,0
1574,21/11/2002,7.17,-0.0013947,high,0
1575,22/11/2002,7.3,-0.031506849,bit high,0
1576,25/11/2002,7.29,-0.030178326,bit high,0
1577,26/11/2002,7.26,-0.038567493,bit high,0
1578,27/11/2002,7.13,-0.012622721,high,0
1579,28/11/2002,7.27,-0.028885832,bit high,0
1580,29/11/2002,7.28,-0.037087912,bit high,0
1581,2/12/2002,7.26,-0.045454545,bit high,0
1582,3/12/2002,7.26,-0.023415978,high,0
1583,4/12/2002,7.16,-0.015363128,high,0
1584,5/12/2002,7.16,-0.027932961,high,0
1585,6/12/2002,7.07,-0.021216407,high,0
1586,9/12/2002,7.07,-0.012729844,high,0
1587,10/12/2002,6.98,0.00286533,low,0
1588,11/12/2002,7.04,-0.008522727,high,0
1589,12/12/2002,7.06,-0.009915014,high,0
1590,13/12/2002,7.01,-0.002853067,high,0
1591,16/12/2002,6.93,-0.001443001,high,0
1592,17/12/2002,7.09,-0.022566996,high,0
1593,18/12/2002,7.05,0.009929078,low,0
1594,19/12/2002,6.96,0.022988506,low,0
1595,20/12/2002,6.92,0.040462428,bit low,0
1596,23/12/2002,6.98,0.024355301,low,0
1597,24/12/2002,7.0,0.008571429,low,0
1598,25/12/2002,6.98,0.024355301,low,0
1599,26/12/2002,6.99,0.022889843,low,0
1600,27/12/2002,6.99,0.024320458,low,0
1601,30/12/2002,6.92,0.037572254,bit low,0
1602,31/12/2002,6.93,0.021645022,low,0
1603,2/1/2003,7.12,-0.008426966,high,0
1604,3/1/2003,7.12,-0.02247191,high,0
1605,6/1/2003,7.2,-0.038888889,bit high,0
1606,7/1/2003,7.15,-0.036363636,bit high,0
1607,8/1/2003,7.06,-0.033994334,bit high,0
1608,9/1/2003,7.15,-0.043356643,bit high,0
1609,10/1/2003,7.15,-0.062937063,bit high,0
1610,13/1/2003,7.16,-0.082402235,very high,0
1611,14/1/2003,7.18,-0.076601671,bit high,0
1612,15/1/2003,7.08,-0.057909605,bit high,0
1613,16/1/2003,7.06,-0.059490085,bit high,0
1614,17/1/2003,6.96,-0.056034483,bit high,0
1615,20/1/2003,6.92,-0.056358382,bit high,0
1616,21/1/2003,6.89,-0.052249637,bit high,0
1617,22/1/2003,6.82,-0.038123167,bit high,0
1618,23/1/2003,6.84,-0.055555556,bit high,0
1619,24/1/2003,6.7,-0.037313433,bit high,0
1620,27/1/2003,6.57,0.00152207,low,0
1621,28/1/2003,6.63,-0.003016591,high,0
1622,29/1/2003,6.67,0.002998501,low,0
1623,30/1/2003,6.64,-0.003012048,high,0
1624,6/2/2003,6.57,0.00304414,low,0
1625,7/2/2003,6.53,0.018376723,low,0
1626,10/2/2003,6.53,0.001531394,low,0
1627,11/2/2003,6.56,-0.007621951,high,0
1628,12/2/2003,6.46,-0.003095975,high,0
1629,13/2/2003,6.45,0.007751938,low,0
1630,14/2/2003,6.58,-0.007598784,high,0
1631,17/2/2003,6.61,-0.027231467,high,0
1632,18/2/2003,6.69,-0.037369208,bit high,0
1633,19/2/2003,6.62,-0.031722054,bit high,0
1634,20/2/2003,6.59,-0.030349014,bit high,0
1635,21/2/2003,6.65,-0.060150376,bit high,0
1636,24/2/2003,6.54,-0.048929664,bit high,0
1637,25/2/2003,6.51,-0.049155146,bit high,0
1638,26/2/2003,6.44,-0.007763975,high,0
1639,27/2/2003,6.5,0.0,none,0
1640,3/3/2003,6.53,0.022970904,low,0
1641,4/3/2003,6.43,0.037325039,bit low,0
1642,5/3/2003,6.44,0.048136646,bit low,0
1643,6/3/2003,6.41,0.051482059,bit low,0
1644,7/3/2003,6.39,0.079812207,very low,0
1645,10/3/2003,6.25,0.0704,very low,0
1646,11/3/2003,6.22,0.085209003,very low,0
1647,12/3/2003,6.19,0.08723748,very low,1
1648,13/3/2003,6.39,0.046948357,bit low,0
1649,14/3/2003,6.5,0.023076923,low,0
1650,17/3/2003,6.68,-0.023952096,high,0
1651,18/3/2003,6.67,-0.008995502,high,0
1652,19/3/2003,6.75,0.002962963,low,0
1653,20/3/2003,6.74,0.002967359,low,0
1654,21/3/2003,6.9,-0.015942029,high,0
1655,24/3/2003,6.69,0.023916293,low,0
1656,25/3/2003,6.75,0.01037037,low,0
1657,26/3/2003,6.73,0.005943536,low,0
1658,27/3/2003,6.69,0.004484305,low,0
1659,28/3/2003,6.65,0.010526316,low,0
1660,31/3/2003,6.52,0.044478528,bit low,0
1661,1/4/2003,6.61,0.040847201,bit low,0
1662,2/4/2003,6.77,0.007385524,low,0
1663,3/4/2003,6.76,0.020710059,low,0
1664,4/4/2003,6.79,0.014727541,low,0
1665,7/4/2003,6.85,0.005839416,low,0
1666,8/4/2003,6.82,0.020527859,low,0
1667,9/4/2003,6.77,0.038404727,bit low,0
1668,10/4/2003,6.72,0.040178571,bit low,0
1669,11/4/2003,6.72,0.02827381,bit low,0
1670,14/4/2003,6.81,0.030837004,bit low,0
1671,15/4/2003,6.88,0.01744186,low,0
1672,16/4/2003,6.82,0.029325513,bit low,0
1673,17/4/2003,6.9,0.027536232,bit low,0
1674,18/4/2003,6.89,0.027576197,bit low,0
1675,21/4/2003,6.89,0.037735849,bit low,0
1676,22/4/2003,6.96,0.024425287,low,0
1677,23/4/2003,7.03,0.0,none,0
1678,24/4/2003,6.99,0.021459227,low,0
1679,25/4/2003,6.91,0.040520984,bit low,0
1680,28/4/2003,7.02,0.022792023,low,0
1681,29/4/2003,7.0,0.021428571,low,0
1682,30/4/2003,7.02,0.021367521,low,0
1683,2/5/2003,7.09,0.011283498,low,0
1684,5/5/2003,7.08,-0.002824859,high,0
1685,6/5/2003,7.15,-0.012587413,high,0
1686,7/5/2003,7.13,-0.012622721,high,0
1687,8/5/2003,7.03,0.008534851,low,0
1688,9/5/2003,7.14,-0.007002801,high,0
1689,12/5/2003,7.19,-0.012517385,high,0
1690,13/5/2003,7.18,0.0,none,0
1691,14/5/2003,7.15,0.013986014,low,0
1692,15/5/2003,7.17,0.008368201,low,0
1693,16/5/2003,7.17,0.016736402,low,0
1694,19/5/2003,7.06,0.038243626,bit low,0
1695,20/5/2003,7.06,0.042492918,bit low,0
1696,21/5/2003,7.04,0.052556818,bit low,0
1697,22/5/2003,7.09,0.057827927,bit low,0
1698,23/5/2003,7.09,0.046544429,bit low,0
1699,26/5/2003,7.1,0.049295775,bit low,0
1700,27/5/2003,7.18,0.048746518,bit low,0
1701,28/5/2003,7.25,0.042758621,bit low,0
1702,29/5/2003,7.23,0.037344398,bit low,0
1703,30/5/2003,7.29,0.046639232,bit low,0
1704,2/6/2003,7.33,0.045020464,bit low,0
1705,3/6/2003,7.36,0.04076087,bit low,0
1706,5/6/2003,7.41,0.01754386,low,0
1707,6/6/2003,7.5,0.010666667,low,0
1708,9/6/2003,7.42,0.001347709,low,0
1709,10/6/2003,7.45,-0.004026846,high,0
1710,11/6/2003,7.53,-0.02124834,high,0
1711,12/6/2003,7.56,-0.021164021,high,0
1712,13/6/2003,7.5,-0.017333333,high,0
1713,16/6/2003,7.63,-0.041939712,bit high,0
1714,17/6/2003,7.66,-0.046997389,bit high,0
1715,18/6/2003,7.66,-0.032637076,bit high,0
1716,19/6/2003,7.54,-0.021220159,high,0
1717,20/6/2003,7.58,-0.030343008,bit high,0
1718,23/6/2003,7.43,0.00807537,low,0
1719,24/6/2003,7.42,0.006738544,low,0
1720,25/6/2003,7.37,0.004070556,low,0
1721,26/6/2003,7.4,-0.008108108,high,0
1722,27/6/2003,7.37,0.005427408,low,0
1723,30/6/2003,7.31,0.020519836,low,0
1724,1/7/2003,7.3,0.019178082,low,0
1725,2/7/2003,7.41,-0.004048583,high,0
1726,3/7/2003,7.38,-0.009485095,high,0
1727,4/7/2003,7.35,0.002721088,low,0
1728,7/7/2003,7.49,-0.029372497,bit high,0
1729,8/7/2003,7.47,-0.018741633,high,0
1730,9/7/2003,7.4,-0.009459459,high,0
1731,10/7/2003,7.34,0.002724796,low,0
1732,11/7/2003,7.41,0.0,none,0
1733,14/7/2003,7.46,-0.002680965,high,0
1734,15/7/2003,7.44,-0.004032258,high,0
1735,16/7/2003,7.38,0.001355014,low,0
1736,17/7/2003,7.31,0.013679891,low,0
1737,18/7/2003,7.37,-0.006784261,high,0
1738,21/7/2003,7.27,0.005502063,low,0
1739,22/7/2003,7.33,-0.006821282,high,0
1740,23/7/2003,7.33,-0.009549795,high,0
1741,24/7/2003,7.36,-0.012228261,high,0
1742,25/7/2003,7.41,-0.013495277,high,0
1743,28/7/2003,7.44,-0.016129032,high,0
1744,29/7/2003,7.41,-0.002699055,high,0
1745,30/7/2003,7.39,-0.00541272,high,0
1746,31/7/2003,7.41,0.002699055,low,0
1747,1/8/2003,7.32,0.013661202,low,0
1748,4/8/2003,7.31,0.020519836,low,0
1749,5/8/2003,7.28,0.023351648,low,0
1750,6/8/2003,7.26,0.020661157,low,0
1751,7/8/2003,7.27,0.022008253,low,0
1752,8/8/2003,7.31,0.008207934,low,0
1753,11/8/2003,7.32,0.00136612,low,0
1754,12/8/2003,7.39,-0.01082544,high,0
1755,13/8/2003,7.35,-0.002721088,high,0
1756,14/8/2003,7.43,-0.01076716,high,0
1757,15/8/2003,7.42,-0.008086253,high,0
1758,18/8/2003,7.46,-0.00536193,high,0
1759,19/8/2003,7.45,0.001342282,low,0
1760,20/8/2003,7.41,0.012145749,low,0
1761,21/8/2003,7.43,0.01345895,low,0
1762,22/8/2003,7.37,0.020352782,low,0
1763,25/8/2003,7.33,0.038199181,bit low,0
1764,26/8/2003,7.31,0.032831737,bit low,0
1765,27/8/2003,7.33,0.021828104,low,0
1766,28/8/2003,7.35,0.020408163,low,0
1767,29/8/2003,7.36,0.023097826,low,0
1768,1/9/2003,7.42,0.025606469,bit low,0
1769,2/9/2003,7.46,0.016085791,low,0
1770,3/9/2003,7.5,0.022666667,low,0
1771,4/9/2003,7.53,0.011952191,low,0
1772,5/9/2003,7.52,-0.002659574,high,0
1773,8/9/2003,7.61,-0.013140604,high,0
1774,9/9/2003,7.55,-0.01589404,high,0
1775,10/9/2003,7.49,-0.013351135,high,0
1776,12/9/2003,7.5,-0.02,high,0
1777,15/9/2003,7.53,-0.02124834,high,0
1778,16/9/2003,7.61,-0.036793693,bit high,0
1779,17/9/2003,7.58,-0.017150396,high,0
1780,18/9/2003,7.67,-0.023468057,high,0
1781,19/9/2003,7.62,-0.00656168,high,0
1782,22/9/2003,7.5,0.009333333,low,0
1783,23/9/2003,7.51,0.011984021,low,0
1784,24/9/2003,7.43,0.02153432,low,0
1785,25/9/2003,7.39,0.033829499,bit low,0
1786,26/9/2003,7.35,0.044897959,bit low,0
1787,29/9/2003,7.37,0.048846676,bit low,0
1788,30/9/2003,7.33,0.054570259,bit low,0
1789,1/10/2003,7.45,0.036241611,bit low,0
1790,2/10/2003,7.49,0.021361816,low,0
1791,3/10/2003,7.57,0.014531044,low,0
1792,6/10/2003,7.57,0.018494055,low,0
1793,7/10/2003,7.6,0.002631579,low,0
1794,8/10/2003,7.59,0.0,none,0
1795,9/10/2003,7.64,-0.009162304,high,0
1796,13/10/2003,7.68,-0.013020833,high,0
1797,14/10/2003,7.73,-0.007761966,high,0
1798,15/10/2003,7.73,-0.006468305,high,0
1799,16/10/2003,7.72,-0.006476684,high,0
1800,17/10/2003,7.65,0.003921569,low,0
1801,20/10/2003,7.68,0.0078125,low,0
1802,21/10/2003,7.71,-0.001297017,high,0
1803,22/10/2003,7.62,0.007874016,low,0
1804,23/10/2003,7.59,0.011857708,low,0
1805,24/10/2003,7.57,0.01321004,low,0
1806,27/10/2003,7.58,0.009234828,low,0
