Date,Price,%change,Label
2002/05/16,8.46,-2.72,High Point
2002/05/17,8.52,-3.87,Extremely High Point
2002/05/20,8.54,-3.63,Extremely High Point
2002/05/21,8.49,-4.95,Extremely High Point
2002/05/22,8.4,-4.52,Extremely High Point
2002/05/23,8.4,-4.05,Extremely High Point
2002/05/24,8.48,-6.13,Extremely High Point
2002/05/27,8.38,-5.25,Extremely High Point
2002/05/28,8.36,-5.26,Extremely High Point
2002/05/29,8.27,-4.59,Extremely High Point
2002/05/30,8.23,-4.37,Extremely High Point
2002/05/31,8.19,-4.88,Extremely High Point
2002/06/03,8.23,-6.44,Extremely High Point
2002/06/04,8.07,-2.11,High Point
2002/06/05,8.02,-1.62,Little High Point
2002/06/06,8.06,-3.47,Extremely High Point
2002/06/07,7.96,-4.02,Extremely High Point
2002/06/10,7.94,-5.29,Extremely High Point
2002/06/11,7.92,-5.18,Extremely High Point
2002/06/12,7.89,-5.2,Extremely High Point
2002/06/13,7.87,-5.34,Extremely High Point
2002/06/14,7.79,-2.7,High Point
2002/06/17,7.7,-0.52,Little High Point
2002/06/18,7.9,-3.92,Extremely High Point
2002/06/19,7.89,-6.34,Extremely High Point
2002/06/20,7.78,-5.4,Extremely High Point
2002/06/21,7.64,-3.4,Extremely High Point
2002/06/24,7.52,1.2,Little Low Point
2002/06/25,7.51,0.67,Little Low Point
2002/06/26,7.48,-1.07,Little High Point
2002/06/27,7.45,-3.62,Extremely High Point
2002/06/28,7.58,-6.33,Extremely High Point
2002/07/01,7.66,-7.7,Extremely High Point
2002/07/02,7.59,-8.7,Extremely High Point
2002/07/03,7.39,-7.17,Extremely High Point
2002/07/04,7.36,-5.03,Extremely High Point
2002/07/05,7.38,-6.37,Extremely High Point
2002/07/08,7.61,-12.35,Extremely High Point
2002/07/09,7.56,-14.55,Extremely High Point
2002/07/10,7.4,-14.46,Extremely High Point
2002/07/11,7.18,-9.89,Extremely High Point
2002/07/12,7.1,-6.76,Extremely High Point
2002/07/15,7.07,-4.67,Extremely High Point
2002/07/16,6.93,1.3,Little Low Point
2002/07/17,6.86,2.48,Low Point
2002/07/18,6.99,1.29,Little Low Point
2002/07/19,6.91,-0.43,Little High Point
2002/07/22,6.67,2.4,Low Point
2002/07/23,6.46,3.25,Low Point
2002/07/24,6.33,7.58,Extremely Low Point
2002/07/25,6.47,6.65,Extremely Low Point
2002/07/26,6.62,7.7,Extremely Low Point
2002/07/29,6.74,6.38,Extremely Low Point
2002/07/30,7.02,0.71,Little Low Point
2002/07/31,7.03,-0.57,Little High Point
2002/08/01,7.08,0.56,Little Low Point
2002/08/02,6.88,5.23,Extremely Low Point
2002/08/05,6.83,6.44,Extremely Low Point
2002/08/06,6.67,11.84,Extremely Low Point
2002/08/07,6.81,7.64,Extremely Low Point
2002/08/08,6.9,7.54,Extremely Low Point
2002/08/09,7.13,5.61,Extremely Low Point
2002/08/12,7.17,3.35,Extremely Low Point
2002/08/13,7.07,4.95,Extremely Low Point
2002/08/14,6.99,6.15,Extremely Low Point
2002/08/15,7.12,1.97,Low Point
2002/08/16,7.24,-0.41,Little High Point
2002/08/19,7.27,-0.41,Little High Point
2002/08/20,7.46,-3.89,Extremely High Point
2002/08/21,7.33,-6.14,Extremely High Point
2002/08/22,7.42,-6.2,Extremely High Point
2002/08/23,7.53,-6.51,Extremely High Point
2002/08/26,7.41,-5.13,Extremely High Point
2002/08/27,7.42,-3.64,High Point
2002/08/28,7.42,-3.1,High Point
2002/08/29,7.26,-3.72,High Point
2002/08/30,7.21,-2.5,High Point
2002/09/02,7.24,-3.18,High Point
2002/09/03,7.17,-3.77,High Point
2002/09/04,6.88,-1.45,Little High Point
2002/09/05,6.96,-4.02,High Point
2002/09/09,7.04,-4.97,Extremely High Point
2002/09/10,7.03,-6.4,Extremely High Point
2002/09/11,7.15,-9.23,Extremely High Point
2002/09/12,7.19,-8.07,Extremely High Point
2002/09/13,6.99,-3.0,High Point
2002/09/16,7.03,-5.12,Extremely High Point
2002/09/17,7.01,-6.99,Extremely High Point
2002/09/18,6.9,-2.9,High Point
2002/09/19,6.78,-1.62,Little High Point
2002/09/20,6.68,-1.05,Little High Point
2002/09/23,6.69,-2.69,High Point
2002/09/24,6.58,-2.58,High Point
2002/09/25,6.49,-0.77,Little High Point
2002/09/26,6.61,-1.51,Little High Point
2002/09/27,6.78,-0.88,Little High Point
2002/09/30,6.67,0.75,Little Low Point
2002/10/01,6.52,7.52,Extremely Low Point
2002/10/02,6.7,2.39,Little Low Point
2002/10/03,6.67,5.55,Extremely Low Point
2002/10/04,6.61,6.51,Extremely Low Point
2002/10/07,6.51,8.76,Extremely Low Point
2002/10/08,6.41,8.89,Extremely Low Point
2002/10/09,6.44,7.76,Extremely Low Point
2002/10/11,6.51,6.76,Extremely Low Point
2002/10/14,6.72,4.46,Low Point
2002/10/15,6.72,4.02,Low Point
2002/10/16,7.01,-2.0,High Point
2002/10/17,6.86,1.31,Little Low Point
2002/10/18,7.04,-0.57,Little High Point
2002/10/21,7.04,-0.43,Little High Point
2002/10/22,7.08,0.56,Little High Point
2002/10/23,6.98,3.15,Low Point
2002/10/24,6.94,3.46,Low Point
2002/10/25,6.95,1.29,Little Low Point
2002/10/28,7.02,-0.71,Little High Point
2002/10/29,6.99,-0.86,Little High Point
2002/10/30,6.87,1.89,Little Low Point
2002/10/31,6.95,0.86,Little Low Point
2002/11/01,7.0,1.71,Little Low Point
2002/11/04,7.01,2.28,Low Point
2002/11/05,7.12,0.42,Little High Point
2002/11/06,7.2,-0.83,Little High Point
2002/11/07,7.18,-0.14,Little High Point
2002/11/08,7.04,3.69,Low Point
2002/11/11,6.97,4.59,Extremely Low Point
2002/11/12,6.93,4.76,Extremely Low Point
2002/11/13,7.0,1.86,Little Low Point
2002/11/14,7.01,3.71,Low Point
2002/11/15,7.12,2.25,Low Point
2002/11/18,7.17,1.26,Little Low Point
2002/11/19,7.15,1.54,Little Low Point
2002/11/20,7.14,0.28,Little High Point
2002/11/21,7.17,-0.14,Little High Point
2002/11/22,7.3,-3.15,Extremely High Point
2002/11/25,7.29,-3.02,Extremely High Point
2002/11/26,7.26,-3.86,Extremely High Point
2002/11/27,7.13,-1.26,High Point
2002/11/28,7.27,-2.89,Extremely High Point
2002/11/29,7.28,-3.71,Extremely High Point
2002/12/02,7.26,-4.55,Extremely High Point
2002/12/03,7.26,-2.34,High Point
2002/12/04,7.16,-1.54,High Point
2002/12/05,7.16,-2.79,High Point
2002/12/06,7.07,-2.12,High Point
2002/12/09,7.07,-1.27,High Point
2002/12/10,6.98,0.29,Little High Point
2002/12/11,7.04,-0.85,Little High Point
2002/12/12,7.06,-0.99,Little High Point
2002/12/13,7.01,-0.29,Little High Point
2002/12/16,6.93,-0.14,Little High Point
2002/12/17,7.09,-2.26,High Point
2002/12/18,7.05,0.99,Little Low Point
2002/12/19,6.96,2.3,Low Point
2002/12/20,6.92,4.05,Extremely Low Point
2002/12/23,6.98,2.44,Low Point
2002/12/24,7.0,0.86,Little Low Point
2002/12/25,6.98,2.44,Low Point
2002/12/26,6.99,2.29,Low Point
2002/12/27,6.99,2.43,Low Point
2002/12/30,6.92,3.76,Extremely Low Point
2002/12/31,6.93,2.16,Low Point
2003/01/02,7.12,-0.84,Little High Point
2003/01/03,7.12,-2.25,High Point
2003/01/06,7.2,-3.89,High Point
2003/01/07,7.15,-3.64,High Point
2003/01/08,7.06,-3.4,High Point
2003/01/09,7.15,-4.34,Extremely High Point
2003/01/10,7.15,-6.29,Extremely High Point
2003/01/13,7.16,-8.24,Extremely High Point
2003/01/14,7.18,-7.66,Extremely High Point
2003/01/15,7.08,-5.79,Extremely High Point
2003/01/16,7.06,-5.95,Extremely High Point
2003/01/17,6.96,-5.6,Extremely High Point
2003/01/20,6.92,-5.64,Extremely High Point
2003/01/21,6.89,-5.22,Extremely High Point
2003/01/22,6.82,-3.81,High Point
2003/01/23,6.84,-5.56,Extremely High Point
2003/01/24,6.7,-3.73,High Point
2003/01/27,6.57,0.15,Little High Point
2003/01/28,6.63,-0.3,Little High Point
2003/01/29,6.67,0.3,Little Low Point
2003/01/30,6.64,-0.3,Little High Point
2003/02/06,6.57,0.3,Little Low Point
2003/02/07,6.53,1.84,Low Point
2003/02/10,6.53,0.15,Little Low Point
2003/02/11,6.56,-0.76,Little High Point
2003/02/12,6.46,-0.31,Little High Point
2003/02/13,6.45,0.78,Little Low Point
2003/02/14,6.58,-0.76,Little High Point
2003/02/17,6.61,-2.72,Little High Point
2003/02/18,6.69,-3.74,High Point
2003/02/19,6.62,-3.17,High Point
2003/02/20,6.59,-3.03,Little High Point
2003/02/21,6.65,-6.02,High Point
2003/02/24,6.54,-4.89,High Point
2003/02/25,6.51,-4.92,High Point
2003/02/26,6.44,-0.78,Little High Point
2003/02/27,6.5,0.0,Little Low Point
2003/03/03,6.53,2.3,Low Point
2003/03/04,6.43,3.73,Extremely Low Point
2003/03/05,6.44,4.81,Extremely Low Point
2003/03/06,6.41,5.15,Extremely Low Point
2003/03/07,6.39,7.98,Extremely Low Point
2003/03/10,6.25,7.04,Extremely Low Point
2003/03/11,6.22,8.52,Extremely Low Point
2003/03/12,6.19,8.72,Extremely Low Point
2003/03/13,6.39,4.69,Extremely Low Point
2003/03/14,6.5,2.31,Low Point
2003/03/17,6.68,-2.4,High Point
2003/03/18,6.67,-0.9,Little High Point
2003/03/19,6.75,0.3,Little High Point
2003/03/20,6.74,0.3,Little High Point
2003/03/21,6.9,-1.59,High Point
2003/03/24,6.69,2.39,Low Point
2003/03/25,6.75,1.04,Little Low Point
2003/03/26,6.73,0.59,Little Low Point
2003/03/27,6.69,0.45,Little High Point
2003/03/28,6.65,1.05,Little Low Point
2003/03/31,6.52,4.45,Extremely Low Point
2003/04/01,6.61,4.08,Extremely Low Point
2003/04/02,6.77,0.74,Little Low Point
2003/04/03,6.76,2.07,Low Point
2003/04/04,6.79,1.47,Little Low Point
2003/04/07,6.85,0.58,Little High Point
2003/04/08,6.82,2.05,Low Point
2003/04/09,6.77,3.84,Extremely Low Point
2003/04/10,6.72,4.02,Extremely Low Point
2003/04/11,6.72,2.83,Low Point
2003/04/14,6.81,3.08,Low Point
2003/04/15,6.88,1.74,Little Low Point
2003/04/16,6.82,2.93,Low Point
2003/04/17,6.9,2.75,Low Point
2003/04/18,6.89,2.76,Low Point
2003/04/21,6.89,3.77,Extremely Low Point
2003/04/22,6.96,2.44,Low Point
2003/04/23,7.03,0.0,Little High Point
2003/04/24,6.99,2.15,Low Point
2003/04/25,6.91,4.05,Extremely Low Point
2003/04/28,7.02,2.28,Low Point
2003/04/29,7.0,2.14,Low Point
2003/04/30,7.02,2.14,Low Point
2003/05/02,7.09,1.13,Little Low Point
2003/05/05,7.08,-0.28,Little High Point
2003/05/06,7.15,-1.26,Little High Point
2003/05/07,7.13,-1.26,Little High Point
2003/05/08,7.03,0.85,Little Low Point
2003/05/09,7.14,-0.7,Little High Point
2003/05/12,7.19,-1.25,Little High Point
2003/05/13,7.18,0.0,Little High Point
2003/05/14,7.15,1.4,Little Low Point
2003/05/15,7.17,0.84,Little Low Point
2003/05/16,7.17,1.67,Little Low Point
2003/05/19,7.06,3.82,Extremely Low Point
2003/05/20,7.06,4.25,Extremely Low Point
2003/05/21,7.04,5.26,Extremely Low Point
2003/05/22,7.09,5.78,Extremely Low Point
2003/05/23,7.09,4.65,Extremely Low Point
2003/05/26,7.1,4.93,Extremely Low Point
2003/05/27,7.18,4.87,Extremely Low Point
2003/05/28,7.25,4.28,Extremely Low Point
2003/05/29,7.23,3.73,Extremely Low Point
2003/05/30,7.29,4.66,Extremely Low Point
2003/06/02,7.33,4.5,Extremely Low Point
2003/06/03,7.36,4.08,Extremely Low Point
2003/06/05,7.41,1.75,Low Point
2003/06/06,7.5,1.07,Little Low Point
2003/06/09,7.42,0.13,Little High Point
2003/06/10,7.45,-0.4,Little High Point
2003/06/11,7.53,-2.12,High Point
2003/06/12,7.56,-2.12,High Point
2003/06/13,7.5,-1.73,High Point
2003/06/16,7.63,-4.19,Extremely High Point
2003/06/17,7.66,-4.7,Extremely High Point
2003/06/18,7.66,-3.26,High Point
2003/06/19,7.54,-2.12,High Point
2003/06/20,7.58,-3.03,High Point
2003/06/23,7.43,0.81,Little Low Point
2003/06/24,7.42,0.67,Little Low Point
2003/06/25,7.37,0.41,Little Low Point
2003/06/26,7.4,-0.81,Little High Point
2003/06/27,7.37,0.54,Little Low Point
2003/06/30,7.31,2.05,Low Point
2003/07/01,7.3,1.92,Low Point
2003/07/02,7.41,-0.4,Little High Point
2003/07/03,7.38,-0.95,Little High Point
2003/07/04,7.35,0.27,Little Low Point
2003/07/07,7.49,-2.94,High Point
2003/07/08,7.47,-1.87,High Point
2003/07/09,7.4,-0.95,Little High Point
2003/07/10,7.34,0.27,Little Low Point
2003/07/11,7.41,0.0,Little High Point
2003/07/14,7.46,-0.27,Little High Point
2003/07/15,7.44,-0.4,Little High Point
2003/07/16,7.38,0.14,Little High Point
2003/07/17,7.31,1.37,Little Low Point
2003/07/18,7.37,-0.68,Little High Point
2003/07/21,7.27,0.55,Little Low Point
2003/07/22,7.33,-0.68,Little High Point
2003/07/23,7.33,-0.95,Little High Point
2003/07/24,7.36,-1.22,Little High Point
2003/07/25,7.41,-1.35,Little High Point
2003/07/28,7.44,-1.61,High Point
2003/07/29,7.41,-0.27,Little High Point
2003/07/30,7.39,-0.54,Little High Point
2003/07/31,7.41,0.27,Little Low Point
2003/08/01,7.32,1.37,Little Low Point
2003/08/04,7.31,2.05,Low Point
2003/08/05,7.28,2.34,Low Point
2003/08/06,7.26,2.07,Low Point
2003/08/07,7.27,2.2,Low Point
2003/08/08,7.31,0.82,Little Low Point
2003/08/11,7.32,0.14,Little High Point
2003/08/12,7.39,-1.08,Little High Point
2003/08/13,7.35,-0.27,Little High Point
2003/08/14,7.43,-1.08,Little High Point
2003/08/15,7.42,-0.81,Little High Point
2003/08/18,7.46,-0.54,Little High Point
2003/08/19,7.45,0.13,Little High Point
2003/08/20,7.41,1.21,Little Low Point
2003/08/21,7.43,1.35,Little Low Point
2003/08/22,7.37,2.04,Low Point
2003/08/25,7.33,3.82,Extremely Low Point
2003/08/26,7.31,3.28,Extremely Low Point
2003/08/27,7.33,2.18,Low Point
2003/08/28,7.35,2.04,Low Point
2003/08/29,7.36,2.31,Low Point
2003/09/01,7.42,2.56,Low Point
2003/09/02,7.46,1.61,Little Low Point
2003/09/03,7.5,2.27,Low Point
2003/09/04,7.53,1.2,Little Low Point
2003/09/05,7.52,-0.27,Little High Point
2003/09/08,7.61,-1.31,Little High Point
2003/09/09,7.55,-1.59,Little High Point
2003/09/10,7.49,-1.34,Little High Point
2003/09/12,7.5,-2.0,High Point
2003/09/15,7.53,-2.12,High Point
2003/09/16,7.61,-3.68,High Point
2003/09/17,7.58,-1.72,Little High Point
2003/09/18,7.67,-2.35,High Point
2003/09/19,7.62,-0.66,Little High Point
2003/09/22,7.5,0.93,Little Low Point
2003/09/23,7.51,1.2,Little Low Point
2003/09/24,7.43,2.15,Low Point
2003/09/25,7.39,3.38,Extremely Low Point
2003/09/26,7.35,4.49,Extremely Low Point
2003/09/29,7.37,4.88,Extremely Low Point
2003/09/30,7.33,5.46,Extremely Low Point
2003/10/01,7.45,3.62,Low Point
2003/10/02,7.49,2.14,Little Low Point
2003/10/03,7.57,1.45,Little Low Point
2003/10/06,7.57,1.85,Little Low Point
2003/10/07,7.6,0.26,Little High Point
2003/10/08,7.59,0.0,Little High Point
2003/10/09,7.64,-0.92,Little High Point
2003/10/13,7.68,-1.3,High Point
2003/10/14,7.73,-0.78,Little High Point
2003/10/15,7.73,-0.65,Little High Point
2003/10/16,7.72,-0.65,Little High Point
2003/10/17,7.65,0.39,Little High Point
2003/10/20,7.68,0.78,Little High Point
2003/10/21,7.71,-0.13,Little High Point
2003/10/22,7.62,0.79,Little High Point
2003/10/23,7.59,1.19,Little Low Point
2003/10/24,7.57,1.32,Little Low Point
2003/10/27,7.58,0.92,Little Low Point
2003/10/28,7.67,-0.52,Little High Point
2003/10/29,7.68,0.39,Little High Point
2003/10/30,7.67,0.91,Little Low Point
2003/10/31,7.68,0.78,Little High Point
2003/11/03,7.74,-1.16,High Point
2003/11/04,7.7,-0.91,High Point
2003/11/05,7.68,-0.39,Little High Point
2003/11/06,7.68,-0.78,Little High Point
2003/11/07,7.67,-0.65,Little High Point
2003/11/10,7.65,1.31,Little Low Point
2003/11/11,7.63,1.57,Little Low Point
2003/11/12,7.71,1.04,Little Low Point
2003/11/13,7.74,1.29,Little Low Point
2003/11/14,7.74,1.03,Little Low Point
2003/11/17,7.65,3.79,Low Point
2003/11/18,7.63,3.67,Low Point
2003/11/19,7.65,3.66,Low Point
2003/11/20,7.62,4.07,Low Point
2003/11/21,7.62,3.41,Low Point
2003/11/24,7.75,1.68,Little Low Point
2003/11/25,7.75,1.55,Little Low Point
2003/11/26,7.79,0.64,Little High Point
2003/11/27,7.84,0.77,Little Low Point
2003/11/28,7.82,1.41,Little Low Point
2003/12/01,7.94,-0.38,Little High Point
2003/12/02,7.91,0.38,Little High Point
2003/12/03,7.93,0.0,Little High Point
2003/12/04,7.93,1.13,Little Low Point
2003/12/05,7.88,1.9,Little Low Point
2003/12/08,7.88,2.03,Little Low Point
2003/12/09,7.87,2.41,Low Point
2003/12/10,7.84,2.81,Low Point
2003/12/11,7.9,1.9,Little Low Point
2003/12/12,7.93,1.89,Little Low Point
2003/12/15,7.91,2.91,Low Point
2003/12/16,7.94,2.9,Low Point
2003/12/17,7.93,3.28,Low Point
2003/12/18,8.02,2.37,Low Point
2003/12/19,8.03,3.36,Low Point
2003/12/22,8.04,3.23,Low Point
2003/12/23,8.06,2.98,Low Point
2003/12/24,8.06,3.23,Low Point
2003/12/25,8.05,3.23,Low Point
2003/12/26,8.08,2.85,Low Point
2003/12/29,8.14,1.6,Little Low Point
2003/12/30,8.17,1.84,Little Low Point
2003/12/31,8.19,1.22,Little Low Point
2004/01/02,8.21,1.46,Little Low Point
2004/01/05,8.3,0.12,Little High Point
2004/01/06,8.3,-0.24,Little High Point
2004/01/07,8.3,-0.12,Little High Point
2004/01/08,8.32,-1.08,Little High Point
2004/01/09,8.31,-1.32,Little High Point
2004/01/12,8.31,-1.81,High Point
2004/01/13,8.27,-1.09,Little High Point
2004/01/14,8.32,-2.04,High Point
2004/01/15,8.29,-1.93,High Point
2004/01/16,8.33,-2.52,High Point
2004/01/19,8.31,-1.32,Little High Point
2004/01/20,8.28,-0.48,Little High Point
2004/01/27,8.29,-0.36,Little High Point
2004/01/28,8.23,0.73,Little Low Point
2004/01/29,8.2,0.98,Little Low Point
2004/01/30,8.16,1.23,Little Low Point
2004/02/02,8.18,0.73,Little Low Point
2004/02/03,8.15,2.21,Low Point
2004/02/04,8.13,2.46,Low Point
2004/02/05,8.12,2.71,Low Point
2004/02/06,8.2,1.59,Low Point
2004/02/09,8.24,0.49,Little Low Point
2004/02/10,8.26,-0.36,Little High Point
2004/02/11,8.29,-0.12,Little Low Point
2004/02/12,8.28,-0.24,Little High Point
2004/02/13,8.26,-0.12,Little Low Point
2004/02/16,8.24,0.97,Little Low Point
2004/02/17,8.33,-0.12,Little Low Point
2004/02/18,8.33,-0.84,Little High Point
2004/02/19,8.34,-0.6,Little High Point
2004/02/20,8.33,-0.24,Little High Point
2004/02/23,8.28,0.6,Little Low Point
2004/02/24,8.23,0.49,Little Low Point
2004/02/25,8.28,-1.09,Little High Point
2004/02/26,8.26,-3.03,Little High Point
2004/02/27,8.25,-1.94,Little High Point
2004/03/01,8.32,-4.09,Extremely High Point
2004/03/02,8.32,-3.97,Extremely High Point
2004/03/03,8.26,-2.18,High Point
2004/03/04,8.29,-3.02,Extremely High Point
2004/03/05,8.31,-3.49,Extremely High Point
2004/03/08,8.33,-5.4,Extremely High Point
2004/03/09,8.27,-4.47,Extremely High Point
2004/03/10,8.19,-3.79,Extremely High Point
2004/03/11,8.01,-0.62,Little High Point
2004/03/12,8.09,-1.48,High Point
2004/03/15,7.98,0.75,Little Low Point
2004/03/16,7.99,0.88,Little Low Point
2004/03/17,8.08,-0.62,Little High Point
2004/03/18,8.04,0.25,Little High Point
2004/03/19,8.02,2.0,Little Low Point
2004/03/22,7.88,4.06,Extremely Low Point
2004/03/23,7.9,3.29,Low Point
2004/03/24,7.88,3.05,Low Point
2004/03/25,7.96,2.76,Low Point
2004/03/26,7.97,2.13,Low Point
2004/03/29,8.04,1.37,Little Low Point
2004/03/30,8.06,0.74,Little Low Point
2004/03/31,8.03,0.25,Little High Point
2004/04/01,8.06,-0.25,Little High Point
2004/04/02,8.18,-0.98,High Point
2004/04/05,8.2,-0.98,High Point
2004/04/06,8.16,-1.1,High Point
2004/04/07,8.12,-0.86,High Point
2004/04/08,8.18,-0.61,Little High Point
2004/04/09,8.14,0.37,Little High Point
2004/04/12,8.15,-0.37,Little High Point
2004/04/13,8.12,0.25,Little High Point
2004/04/14,8.05,0.0,Little High Point
2004/04/15,8.04,-0.25,Little High Point
2004/04/16,8.1,-1.11,High Point
2004/04/19,8.12,-0.74,Little High Point
2004/04/20,8.07,-0.12,Little High Point
2004/04/21,8.05,1.24,Little Low Point
2004/04/22,8.13,-0.98,High Point
2004/04/23,8.17,-2.33,High Point
2004/04/26,8.12,-3.45,Extremely High Point
2004/04/27,8.14,-2.7,Extremely High Point
2004/04/28,8.05,-2.36,High Point
2004/04/29,8.02,-1.5,High Point
2004/04/30,8.01,-1.75,High Point
2004/05/03,8.06,-3.1,High Point
2004/05/04,8.06,-2.48,High Point
2004/05/05,8.15,-3.31,High Point
2004/05/06,8.05,-2.11,High Point
2004/05/07,7.98,-1.0,Little High Point
2004/05/10,7.84,1.15,Little Low Point
2004/05/11,7.92,0.63,Little Low Point
2004/05/12,7.86,2.04,Low Point
2004/05/13,7.9,2.15,Low Point
2004/05/14,7.87,2.54,Low Point
2004/05/17,7.81,3.2,Low Point
2004/05/18,7.86,2.29,Low Point
2004/05/19,7.88,2.66,Low Point
2004/05/20,7.88,2.16,Low Point
2004/05/21,7.9,2.53,Low Point
2004/05/24,7.93,3.66,Extremely Low Point
2004/05/25,7.97,3.39,Extremely Low Point
2004/05/26,8.02,1.62,Little Low Point
2004/05/27,8.07,1.12,Little Low Point
2004/05/28,8.07,1.12,Little Low Point
2004/05/31,8.06,0.12,Little High Point
2004/06/01,8.04,1.24,Little Low Point
2004/06/02,8.09,1.36,Little Low Point
2004/06/03,8.05,1.49,Little Low Point
2004/06/04,8.1,1.11,Little Low Point
2004/06/07,8.22,-0.12,Little High Point
2004/06/08,8.24,-0.61,Little High Point
2004/06/09,8.15,0.37,Little Low Point
2004/06/10,8.16,0.37,Little Low Point
2004/06/11,8.16,0.61,Little Low Point
2004/06/14,8.07,1.61,Little Low Point
2004/06/15,8.14,0.37,Little Low Point
2004/06/16,8.2,-0.61,Little High Point
2004/06/17,8.17,-0.73,Little High Point
2004/06/18,8.19,-0.73,Little High Point
2004/06/21,8.21,-1.71,Little High Point
2004/06/23,8.19,-1.47,Little High Point
2004/06/24,8.18,-1.47,Little High Point
2004/06/25,8.19,-1.22,Little High Point
2004/06/28,8.21,-1.83,High Point
2004/06/29,8.2,-1.71,High Point
2004/06/30,8.17,-1.71,High Point
2004/07/01,8.15,-1.84,High Point
2004/07/02,8.11,-1.73,High Point
2004/07/05,8.13,-1.85,High Point
2004/07/06,8.07,-0.62,Little High Point
2004/07/07,8.07,-0.87,Little High Point
2004/07/08,8.06,-1.49,Little High Point
2004/07/09,8.09,-2.35,High Point
2004/07/12,8.06,-2.85,High Point
2004/07/13,8.06,-1.86,High Point
2004/07/14,8.03,-1.25,Little High Point
2004/07/15,8.0,-0.12,Little High Point
2004/07/16,7.97,0.13,Little High Point
2004/07/19,7.98,0.0,Little High Point
2004/07/20,8.02,-0.62,Little High Point
2004/07/21,8.0,-0.62,Little High Point
2004/07/22,7.94,-0.5,Little High Point
2004/07/23,7.9,-1.65,High Point
2004/07/26,7.83,-0.64,Little High Point
2004/07/27,7.91,-0.76,Little High Point
2004/07/28,7.93,-1.39,Little High Point
2004/07/29,7.99,-2.88,High Point
2004/07/30,7.98,-2.88,High Point
2004/08/02,7.98,-1.13,Little High Point
2004/08/03,7.97,-0.75,Little High Point
2004/08/04,7.95,0.13,Little High Point
2004/08/05,7.9,0.38,Little Low Point
2004/08/06,7.77,2.45,Low Point
2004/08/09,7.78,2.57,Low Point
2004/08/10,7.85,1.78,Low Point
2004/08/11,7.82,2.81,Low Point
2004/08/12,7.76,2.71,Low Point
2004/08/13,7.75,2.71,Low Point
2004/08/16,7.89,1.27,Little Low Point
2004/08/17,7.91,1.64,Little Low Point
2004/08/18,7.96,0.88,Little Low Point
2004/08/19,7.93,1.26,Little Low Point
2004/08/20,7.96,1.51,Little Low Point
2004/08/23,7.98,0.88,Little Low Point
2004/08/26,7.99,0.88,Little Low Point
2004/08/27,8.04,0.87,Little Low Point
2004/08/30,7.97,2.51,Low Point
2004/08/31,7.96,2.51,Low Point
2004/09/01,7.99,1.25,Little Low Point
2004/09/02,8.04,0.62,Little Low Point
2004/09/03,8.03,1.49,Little Low Point
2004/09/06,8.03,1.0,Little Low Point
2004/09/07,8.08,1.24,Little Low Point
2004/09/08,8.05,0.87,Little Low Point
2004/09/09,8.06,0.25,Little High Point
2004/09/10,8.11,-0.12,Little High Point
2004/09/13,8.17,-1.47,Little High Point
2004/09/14,8.16,-0.49,Little High Point
2004/09/15,8.09,0.25,Little High Point
2004/09/16,8.09,2.1,Low Point
2004/09/17,8.15,1.6,Little Low Point
2004/09/20,8.11,1.97,Low Point
2004/09/21,8.18,1.47,Little Low Point
2004/09/22,8.12,1.48,Little Low Point
2004/09/23,8.08,1.36,Little Low Point
2004/09/24,8.1,1.23,Little Low Point
2004/09/27,8.05,1.24,Little Low Point
2004/09/29,8.12,-0.25,Little High Point
2004/09/30,8.11,-0.86,Little High Point
2004/10/01,8.26,-2.54,High Point
2004/10/04,8.28,-2.42,High Point
2004/10/05,8.27,-2.3,High Point
2004/10/06,8.3,-3.25,Extremely High Point
2004/10/07,8.24,-2.06,High Point
2004/10/08,8.19,-1.83,High Point
2004/10/11,8.2,-1.46,High Point
2004/10/12,8.15,0.0,Little High Point
2004/10/13,8.1,0.74,Little High Point
2004/10/14,8.04,1.12,Little Low Point
2004/10/15,8.05,1.49,Little Low Point
2004/10/18,8.08,1.49,Little Low Point
2004/10/19,8.08,2.1,Little Low Point
2004/10/20,8.03,3.61,Low Point
2004/10/21,8.07,3.1,Low Point
2004/10/22,8.04,2.74,Low Point
2004/10/26,8.08,2.23,Little Low Point
2004/10/27,8.15,1.72,Little Low Point
2004/10/28,8.16,2.21,Little Low Point
2004/10/29,8.13,3.08,Low Point
2004/11/01,8.17,2.2,Low Point
2004/11/02,8.2,1.1,Little Low Point
2004/11/03,8.25,0.48,Little High Point
2004/11/04,8.32,-0.84,Little High Point
2004/11/05,8.32,-1.44,High Point
2004/11/08,8.26,-0.97,High Point
2004/11/09,8.26,-0.97,High Point
2004/11/10,8.29,-1.33,High Point
2004/11/11,8.34,-1.8,High Point
2004/11/12,8.38,-2.51,High Point
2004/11/15,8.35,-2.16,High Point
2004/11/16,8.29,-1.81,High Point
2004/11/17,8.29,-0.36,Little High Point
2004/11/18,8.25,0.12,Little High Point
2004/11/19,8.2,0.98,Little Low Point
2004/11/22,8.18,1.22,Little Low Point
2004/11/23,8.18,0.73,Little High Point
2004/11/24,8.18,1.34,Little Low Point
2004/11/25,8.19,1.22,Little Low Point
2004/11/26,8.17,1.59,Little Low Point
2004/11/29,8.17,2.33,Low Point
2004/11/30,8.14,3.07,Low Point
2004/12/01,8.26,1.69,Little Low Point
