Date,Price,%change,Label
2008/03/12,9.31,-2.36,High Point
2008/03/13,9.27,-0.86,Little High Point
2008/03/14,9.17,0.44,Little High Point
2008/03/17,9.03,2.1,Low Point
2008/03/18,9.27,0.86,Little Low Point
2008/03/19,9.14,3.5,Low Point
2008/03/20,9.07,4.08,Extremely Low Point
2008/03/21,9.02,5.65,Extremely Low Point
2008/03/24,8.96,6.14,Extremely Low Point
2008/03/25,9.13,3.18,Low Point
2008/03/26,9.09,3.63,Extremely Low Point
2008/03/27,9.19,1.2,Little Low Point
2008/03/28,9.21,0.11,Little High Point
2008/03/31,9.22,0.22,Little High Point
2008/04/01,9.35,0.64,Little High Point
2008/04/02,9.46,-0.42,Little High Point
2008/04/03,9.44,0.64,Little High Point
2008/04/07,9.53,-0.42,Little High Point
2008/04/08,9.51,-0.63,Little High Point
2008/04/09,9.42,0.85,Little Low Point
2008/04/10,9.42,0.21,Little High Point
2008/04/11,9.3,2.04,Low Point
2008/04/14,9.22,3.36,Extremely Low Point
2008/04/15,9.24,2.16,Low Point
2008/04/16,9.41,0.53,Little High Point
2008/04/17,9.42,2.02,Little Low Point
2008/04/18,9.5,1.26,Little Low Point
2008/04/21,9.49,1.48,Little Low Point
2008/04/22,9.45,1.38,Little Low Point
2008/04/23,9.5,1.47,Little Low Point
2008/04/24,9.44,1.06,Little Low Point
2008/04/25,9.49,1.69,Little Low Point
2008/04/28,9.53,1.15,Little Low Point
2008/04/29,9.44,2.75,Low Point
2008/04/30,9.46,2.75,Low Point
2008/05/02,9.61,0.83,Little Low Point
2008/05/05,9.62,1.14,Little Low Point
2008/05/06,9.63,0.62,Little Low Point
2008/05/07,9.58,0.52,Little Low Point
2008/05/08,9.64,-0.31,Little High Point
2008/05/09,9.54,0.1,Little High Point
2008/05/12,9.65,-1.14,Little High Point
2008/05/13,9.64,-0.93,Little High Point
2008/05/14,9.7,-1.55,High Point
2008/05/15,9.72,-1.65,High Point
2008/05/16,9.69,-1.44,High Point
2008/05/19,9.73,-3.39,High Point
2008/05/20,9.69,-2.79,High Point
2008/05/21,9.63,-3.01,High Point
2008/05/22,9.61,-2.6,High Point
2008/05/23,9.55,-3.35,High Point
2008/05/26,9.54,-3.35,High Point
2008/05/27,9.55,-4.61,Extremely High Point
2008/05/28,9.55,-5.45,Extremely High Point
2008/05/29,9.56,-5.33,Extremely High Point
2008/05/30,9.55,-5.24,Extremely High Point
2008/06/02,9.4,-3.51,Extremely High Point
2008/06/03,9.42,-3.82,Extremely High Point
2008/06/04,9.34,-3.96,Extremely High Point
2008/06/05,9.36,-4.49,Extremely High Point
2008/06/06,9.23,-4.01,Extremely High Point
2008/06/09,9.22,-4.01,Extremely High Point
2008/06/10,9.11,-2.85,High Point
2008/06/11,9.03,-1.44,Little High Point
2008/06/12,9.05,-3.09,High Point
2008/06/13,9.05,-3.43,Extremely High Point
2008/06/16,9.07,-3.31,High Point
2008/06/17,9.06,-3.2,High Point
2008/06/18,8.97,-3.12,High Point
2008/06/19,8.94,-3.8,Extremely High Point
2008/06/20,8.86,-2.48,High Point
2008/06/23,8.85,-3.05,High Point
2008/06/24,8.85,-3.05,High Point
2008/06/25,8.9,-3.37,Extremely High Point
2008/06/26,8.77,-1.71,High Point
2008/06/27,8.74,-1.83,High Point
2008/06/30,8.77,-3.19,High Point
2008/06/30,8.77,-3.08,High Point
2008/07/01,8.69,-2.99,High Point
2008/07/02,8.6,-1.28,Little High Point
2008/07/03,8.64,-1.16,Little High Point
2008/07/04,8.58,0.47,Little Low Point
2008/07/07,8.58,0.93,Little Low Point
2008/07/08,8.6,1.16,Little Low Point
2008/07/09,8.62,1.16,Little Low Point
2008/07/10,8.58,0.58,Little Low Point
2008/07/11,8.49,1.41,Little Low Point
2008/07/14,8.5,1.18,Little Low Point
2008/07/15,8.43,2.97,Low Point
2008/07/16,8.49,2.24,Low Point
2008/07/17,8.54,1.05,Little Low Point
2008/07/18,8.62,0.0,Little High Point
2008/07/21,8.66,1.04,Little Low Point
2008/07/22,8.7,1.15,Little Low Point
2008/07/23,8.72,0.34,Little Low Point
2008/07/24,8.63,2.2,Low Point
2008/07/25,8.61,3.37,Extremely Low Point
2008/07/29,8.6,2.44,Low Point
2008/07/30,8.68,0.0,Little High Point
2008/07/31,8.68,0.69,Little Low Point
2008/08/01,8.63,1.27,Little Low Point
2008/08/04,8.62,0.93,Little Low Point
2008/08/05,8.75,-1.94,High Point
2008/08/06,8.8,-1.93,High Point
2008/08/07,8.75,-1.6,High Point
2008/08/08,8.82,-1.13,Little High Point
2008/08/11,8.9,-2.81,High Point
2008/08/12,8.81,-2.16,High Point
2008/08/13,8.68,0.23,Little Low Point
2008/08/14,8.74,0.92,Little Low Point
2008/08/15,8.74,0.57,Little Low Point
2008/08/18,8.7,0.8,Little Low Point
2008/08/19,8.58,2.68,Low Point
2008/08/20,8.63,1.51,Little Low Point
2008/08/21,8.61,-0.23,Little High Point
2008/08/22,8.72,-2.18,High Point
2008/08/25,8.65,1.16,Little Low Point
2008/08/26,8.62,0.23,Little Low Point
2008/08/27,8.7,-1.15,Little High Point
2008/08/28,8.82,-2.49,High Point
2008/08/29,8.79,-1.02,Little High Point
2008/09/01,8.77,-3.53,High Point
2008/09/02,8.81,-4.43,Extremely High Point
2008/09/03,8.76,-6.51,Extremely High Point
2008/09/04,8.59,-1.86,High Point
2008/09/05,8.53,2.7,Low Point
2008/09/08,8.75,-1.14,Little High Point
2008/09/09,8.64,-0.93,Little High Point
2008/09/10,8.6,-0.81,Little High Point
2008/09/11,8.6,1.16,Little Low Point
2008/09/12,8.7,-0.46,Little High Point
2008/09/15,8.46,-1.06,Little High Point
2008/09/16,8.42,-0.12,Little High Point
2008/09/17,8.19,0.61,Little Low Point
2008/09/18,8.43,-2.14,High Point
2008/09/19,8.76,-10.27,Extremely High Point
2008/09/22,8.65,-11.33,Extremely High Point
2008/09/23,8.56,-13.2,Extremely High Point
2008/09/24,8.53,-16.18,Extremely High Point
2008/09/25,8.7,-15.17,Extremely High Point
2008/09/26,8.66,-12.93,Extremely High Point
2008/09/30,8.37,-14.93,Extremely High Point
2008/10/01,8.41,-16.05,Extremely High Point
2008/10/02,8.24,-12.86,Extremely High Point
2008/10/03,8.25,-9.21,Extremely High Point
2008/10/06,7.86,-6.74,Extremely High Point
2008/10/07,7.67,-8.6,Extremely High Point
2008/10/08,7.43,-4.31,Extremely High Point
2008/10/09,7.15,-5.03,Extremely High Point
2008/10/13,7.38,-9.62,Extremely High Point
2008/10/14,7.54,-7.29,Extremely High Point
2008/10/15,7.12,1.12,Little Low Point
2008/10/16,7.06,3.68,Low Point
2008/10/17,7.18,2.65,Low Point
2008/10/20,7.49,-0.8,Little High Point
2008/10/21,7.33,3.55,Low Point
2008/10/22,7.01,5.42,Extremely Low Point
2008/10/23,7.11,-0.28,Little High Point
2008/10/24,6.79,5.89,Extremely Low Point
2008/10/27,6.67,7.8,Extremely Low Point
2008/10/28,6.99,-0.43,Little High Point
2008/10/29,7.2,-6.25,Extremely High Point
2008/10/30,7.32,-5.87,Extremely High Point
2008/10/31,7.37,-7.19,Extremely High Point
2008/11/03,7.43,-9.42,Extremely High Point
2008/11/04,7.59,-10.8,Extremely High Point
2008/11/05,7.39,-11.91,Extremely High Point
2008/11/06,7.09,-12.27,Extremely High Point
2008/11/07,7.19,-12.8,Extremely High Point
2008/11/10,7.19,-7.51,Extremely High Point
2008/11/11,6.96,-3.88,Extremely High Point
2008/11/12,6.75,0.89,Little Low Point
2008/11/13,6.89,-0.29,Little High Point
2008/11/14,6.84,1.32,Little Low Point
2008/11/17,6.73,-3.12,Extremely High Point
2008/11/18,6.77,-1.48,High Point
2008/11/19,6.51,3.84,Low Point
2008/11/20,6.22,7.07,Extremely Low Point
2008/11/21,6.27,6.7,Extremely Low Point
2008/11/24,6.65,5.11,Extremely Low Point
2008/11/25,6.69,3.89,Low Point
2008/11/26,6.81,2.5,Low Point
2008/11/27,6.87,0.73,Little High Point
2008/11/28,6.93,-0.58,Little High Point
2008/12/01,6.52,5.06,Extremely Low Point
2008/12/02,6.67,4.95,Extremely Low Point
2008/12/03,6.76,3.25,Low Point
2008/12/04,6.66,4.8,Extremely Low Point
2008/12/05,6.69,2.39,Low Point
2008/12/08,6.99,-2.15,High Point
2008/12/09,6.95,-1.73,High Point
2008/12/10,6.98,-2.29,High Point
2008/12/11,6.92,-1.3,High Point
2008/12/12,6.89,-0.73,Little High Point
2008/12/15,6.85,0.15,Little High Point
2008/12/16,7.0,-1.29,High Point
2008/12/17,6.98,-0.57,Little High Point
2008/12/18,6.98,1.43,Little Low Point
2008/12/19,6.85,3.21,Low Point
2008/12/22,6.84,2.49,Low Point
2008/12/23,6.83,2.64,Low Point
2008/12/24,6.82,2.64,Low Point
2008/12/25,6.83,2.49,Low Point
2008/12/26,6.84,0.29,Little High Point
2008/12/29,6.86,-1.31,High Point
2008/12/30,6.91,-4.49,Extremely High Point
2008/12/31,6.94,-5.48,Extremely High Point
2009/01/05,7.08,-6.07,Extremely High Point
2009/01/06,7.07,-5.52,Extremely High Point
2009/01/07,7.01,-4.99,Extremely High Point
2009/01/08,7.01,-7.85,Extremely High Point
2009/01/09,7.0,-7.57,Extremely High Point
2009/01/10,7.0,-8.14,Extremely High Point
2009/01/12,6.86,-6.85,Extremely High Point
2009/01/13,6.77,-5.61,Extremely High Point
2009/01/14,6.6,-1.82,High Point
2009/01/15,6.56,-0.91,Little High Point
2009/01/16,6.65,-1.65,Little High Point
2009/01/17,6.68,-0.45,Little High Point
2009/01/19,6.66,1.05,Little Low Point
2009/01/20,6.46,1.39,Little Low Point
2009/01/21,6.47,1.08,Little Low Point
2009/01/22,6.43,0.78,Little Low Point
2009/01/23,6.39,1.41,Little Low Point
2009/02/02,6.39,0.78,Little Low Point
2009/02/03,6.48,-2.93,Little High Point
2009/02/04,6.5,-4.0,High Point
2009/02/05,6.54,-4.43,High Point
2009/02/06,6.65,-7.67,Extremely High Point
2009/02/09,6.73,-10.1,Extremely High Point
2009/02/10,6.55,-6.41,High Point
2009/02/11,6.54,-6.88,High Point
2009/02/12,6.48,-6.33,High Point
2009/02/13,6.48,-7.72,Extremely High Point
2009/02/16,6.44,-10.4,Extremely High Point
2009/02/17,6.29,-9.7,Extremely High Point
2009/02/18,6.24,-7.37,High Point
2009/02/19,6.25,-10.4,Extremely High Point
2009/02/20,6.14,-9.28,Extremely High Point
2009/02/23,6.05,-8.93,Extremely High Point
2009/02/24,6.13,-7.01,High Point
2009/02/25,6.09,-6.4,High Point
2009/02/26,6.07,-3.95,High Point
2009/02/27,5.98,-1.17,Little High Point
2009/03/02,5.77,3.64,Extremely Low Point
2009/03/03,5.68,6.16,Extremely Low Point
2009/03/04,5.78,4.84,Extremely Low Point
2009/03/05,5.6,8.75,Extremely Low Point
2009/03/06,5.57,8.62,Extremely Low Point
2009/03/09,5.51,14.16,Extremely Low Point
2009/03/10,5.7,9.65,Extremely Low Point
2009/03/11,5.7,10.53,Extremely Low Point
2009/03/12,5.83,9.26,Extremely Low Point
2009/03/13,5.91,5.41,Extremely Low Point
2009/03/16,5.98,1.17,Little Low Point
2009/03/17,6.03,1.99,Little Low Point
2009/03/18,6.06,2.48,Low Point
2009/03/19,6.09,4.76,Extremely Low Point
2009/03/20,6.05,5.29,Extremely Low Point
2009/03/23,6.29,0.48,Little High Point
2009/03/24,6.25,0.0,Little High Point
2009/03/25,6.3,0.79,Little Low Point
2009/03/26,6.37,1.73,Little Low Point
2009/03/27,6.23,3.69,Extremely Low Point
2009/03/30,6.05,6.78,Extremely Low Point
2009/03/31,6.15,4.39,Extremely Low Point
2009/04/01,6.21,4.35,Extremely Low Point
2009/04/02,6.38,2.66,Low Point
2009/04/03,6.37,3.45,Extremely Low Point
2009/04/06,6.32,1.11,Little Low Point
2009/04/07,6.25,2.72,Low Point
2009/04/08,6.35,1.26,Little Low Point
2009/04/09,6.48,-0.15,Little High Point
2009/04/10,6.46,1.7,Little Low Point
2009/04/13,6.46,0.77,Little Low Point
2009/04/14,6.42,0.78,Little Low Point
2009/04/15,6.48,1.85,Little Low Point
2009/04/16,6.55,0.46,Little High Point
2009/04/17,6.59,2.43,Low Point
2009/04/20,6.39,5.95,Extremely Low Point
2009/04/21,6.42,6.07,Extremely Low Point
2009/04/22,6.43,5.44,Extremely Low Point
2009/04/23,6.47,6.34,Extremely Low Point
2009/04/24,6.57,3.5,Extremely Low Point
2009/04/27,6.51,4.76,Extremely Low Point
2009/04/28,6.47,3.71,Extremely Low Point
2009/04/29,6.6,1.67,Little Low Point
2009/04/30,6.58,1.98,Little Low Point
2009/05/04,6.75,0.89,Little Low Point
2009/05/05,6.77,1.48,Little Low Point
2009/05/06,6.81,0.88,Little Low Point
2009/05/07,6.78,-0.15,Little High Point
2009/05/08,6.88,-1.02,Little High Point
2009/05/11,6.8,0.0,Little High Point
2009/05/12,6.82,0.88,Little Low Point
2009/05/13,6.71,2.24,Low Point
2009/05/14,6.71,6.26,Extremely Low Point
2009/05/15,6.71,7.0,Extremely Low Point
2009/05/18,6.81,4.11,Extremely Low Point
2009/05/19,6.87,3.35,Low Point
2009/05/20,6.87,3.49,Extremely Low Point
2009/05/21,6.77,5.32,Extremely Low Point
2009/05/22,6.81,3.67,Extremely Low Point
2009/05/25,6.8,4.26,Extremely Low Point
2009/05/26,6.88,3.63,Extremely Low Point
2009/05/27,6.86,4.81,Extremely Low Point
2009/06/01,7.13,0.84,Little Low Point
2009/06/02,7.18,-1.95,High Point
2009/06/03,7.09,-1.55,Little High Point
2009/06/04,7.1,-2.25,High Point
2009/06/05,7.11,-1.41,Little High Point
2009/06/06,7.13,-1.4,Little High Point
2009/06/08,7.06,-2.41,High Point
2009/06/09,7.09,-2.96,High Point
2009/06/10,7.13,-2.52,High Point
2009/06/11,7.19,-2.78,High Point
2009/06/12,7.19,-2.36,High Point
2009/06/15,7.04,0.43,Little Low Point
2009/06/16,6.98,0.57,Little Low Point
2009/06/17,6.94,1.87,Low Point
2009/06/18,7.01,-1.14,Little High Point
2009/06/19,7.03,-1.85,High Point
2009/06/22,6.89,0.15,Little High Point
2009/06/23,6.88,-0.73,Little High Point
2009/06/24,6.95,-2.16,High Point
2009/06/25,6.99,-2.72,High Point
2009/06/26,7.02,-3.42,Extremely High Point
2009/06/29,7.07,-2.26,High Point
2009/06/30,7.02,-1.0,Little High Point
2009/07/01,7.07,0.57,Little Low Point
2009/07/02,6.93,3.32,Extremely Low Point
2009/07/03,6.9,3.62,Extremely Low Point
2009/07/06,6.9,4.78,Extremely Low Point
2009/07/07,6.83,6.15,Extremely Low Point
2009/07/08,6.8,7.06,Extremely Low Point
2009/07/09,6.8,8.82,Extremely Low Point
2009/07/10,6.78,10.18,Extremely Low Point
2009/07/13,6.91,8.39,Extremely Low Point
2009/07/14,6.95,7.34,Extremely Low Point
2009/07/15,7.11,4.64,Extremely Low Point
2009/07/16,7.16,5.03,Extremely Low Point
2009/07/17,7.15,4.9,Extremely Low Point
2009/07/20,7.23,5.12,Extremely Low Point
2009/07/21,7.25,4.97,Extremely Low Point
2009/07/22,7.28,4.12,Extremely Low Point
2009/07/23,7.4,2.7,Low Point
2009/07/24,7.47,2.14,Low Point
2009/07/27,7.49,1.07,Little Low Point
2009/07/28,7.46,2.28,Low Point
2009/07/29,7.44,3.09,Low Point
2009/07/30,7.52,1.46,Little Low Point
2009/07/31,7.5,-0.53,Little High Point
2009/08/03,7.6,-0.92,Little High Point
2009/08/04,7.61,-0.66,Little High Point
2009/08/05,7.58,0.66,Little Low Point
2009/08/06,7.6,1.84,Low Point
2009/08/10,7.63,1.83,Low Point
2009/08/11,7.57,3.04,Extremely Low Point
2009/08/12,7.63,2.23,Low Point
2009/08/13,7.67,1.43,Little Low Point
2009/08/14,7.63,2.49,Low Point
2009/08/17,7.46,4.02,Extremely Low Point
2009/08/18,7.53,1.33,Little Low Point
2009/08/19,7.56,0.79,Little Low Point
2009/08/20,7.63,0.39,Little Low Point
2009/08/21,7.74,-0.13,Little High Point
2009/08/24,7.77,0.0,Little High Point
2009/08/25,7.8,0.26,Little Low Point
2009/08/26,7.8,0.64,Little Low Point
2009/08/27,7.78,1.16,Little Low Point
2009/08/28,7.82,0.9,Little Low Point
2009/08/31,7.76,2.06,Low Point
2009/09/01,7.63,4.19,Extremely Low Point
2009/09/02,7.62,5.25,Extremely Low Point
2009/09/03,7.66,4.83,Extremely Low Point
2009/09/04,7.73,4.14,Extremely Low Point
2009/09/07,7.77,2.96,Low Point
2009/09/08,7.82,2.94,Low Point
2009/09/09,7.85,2.29,Low Point
2009/09/10,7.87,1.02,Little Low Point
2009/09/11,7.89,0.38,Little Low Point
2009/09/14,7.92,1.14,Little Low Point
2009/09/15,7.95,0.13,Little High Point
2009/09/16,8.02,-1.12,Little High Point
2009/09/17,8.03,-2.99,High Point
2009/09/18,8.05,-4.1,Extremely High Point
2009/09/21,8.0,-2.62,High Point
2009/09/22,8.05,-2.24,High Point
2009/09/23,8.03,-1.99,High Point
2009/09/24,7.95,-0.13,Little High Point
2009/09/25,7.92,0.76,Little Low Point
2009/09/28,8.01,0.37,Little Low Point
2009/09/29,7.96,0.63,Little Low Point
2009/09/30,7.93,2.65,Low Point
2009/10/01,7.79,4.75,Low Point
2009/10/02,7.72,5.44,Extremely Low Point
2009/10/05,7.79,5.65,Extremely Low Point
2009/10/06,7.87,3.94,Low Point
2009/10/07,7.87,3.94,Low Point
2009/10/08,7.94,3.53,Low Point
2009/10/09,7.98,2.51,Low Point
2009/10/12,8.04,1.0,Little Low Point
2009/10/13,8.01,1.37,Little Low Point
2009/10/14,8.14,-2.09,High Point
2009/10/15,8.16,-0.74,Little High Point
2009/10/16,8.14,-2.21,High Point
2009/10/19,8.23,-3.16,Extremely High Point
2009/10/20,8.18,-3.18,Extremely High Point
2009/10/21,8.18,-2.2,High Point
2009/10/22,8.22,-1.58,High Point
2009/10/23,8.18,-0.98,Little High Point
2009/10/26,8.12,1.35,Little Low Point
2009/10/27,8.12,1.35,Little Low Point
2009/10/28,7.97,3.64,Low Point
2009/10/29,8.1,1.48,Little Low Point
2009/10/30,7.96,3.64,Low Point
2009/11/02,7.97,4.52,Extremely Low Point
2009/11/03,7.92,4.92,Extremely Low Point
2009/11/04,8.0,4.0,Low Point
2009/11/05,8.09,1.85,Little Low Point
2009/11/06,8.1,1.6,Little Low Point
2009/11/09,8.23,1.22,Little Low Point
2009/11/10,8.23,0.97,Little Low Point
2009/11/11,8.26,1.45,Little Low Point
2009/11/12,8.22,1.09,Little Low Point
2009/11/13,8.25,-0.24,Little High Point
2009/11/16,8.33,-1.44,High Point
2009/11/17,8.31,0.36,Little High Point
2009/11/18,8.32,0.6,Little High Point
2009/11/19,8.24,1.21,Little Low Point
2009/11/20,8.23,1.58,Little Low Point
2009/11/23,8.33,0.0,Little High Point
2009/11/24,8.31,-0.36,Little High Point
2009/11/25,8.38,-1.43,High Point
2009/11/26,8.31,-0.36,Little High Point
2009/11/27,8.23,0.97,Little Low Point
2009/11/30,8.21,1.71,Little Low Point
2009/12/01,8.34,-0.36,Little High Point
2009/12/02,8.37,-0.24,Little High Point
2009/12/03,8.34,-1.44,High Point
2009/12/04,8.36,-1.67,High Point
2009/12/07,8.33,-0.72,Little High Point
2009/12/08,8.28,0.24,Little High Point
2009/12/09,8.26,0.61,Little High Point
2009/12/10,8.28,0.97,Little Low Point
2009/12/11,8.31,0.48,Little High Point
2009/12/14,8.35,0.36,Little High Point
2009/12/15,8.31,1.08,Little Low Point
2009/12/16,8.35,0.12,Little High Point
2009/12/17,8.22,0.85,Little Low Point
2009/12/18,8.22,1.46,Little Low Point
2009/12/21,8.27,0.85,Little Low Point
2009/12/22,8.3,0.6,Little High Point
2009/12/23,8.31,0.36,Little High Point
2009/12/24,8.36,0.0,Little High Point
2009/12/25,8.35,0.72,Little Low Point
2009/12/28,8.38,-0.24,Little High Point
2009/12/29,8.4,-0.12,Little High Point
2009/12/30,8.36,0.36,Little High Point
2009/12/31,8.29,0.6,Little High Point
2010/01/04,8.34,0.12,Little High Point
2010/01/05,8.34,0.72,Little Low Point
2010/01/06,8.35,-0.12,Little High Point
2010/01/07,8.34,-1.92,High Point
2010/01/08,8.36,-2.99,High Point
2010/01/11,8.41,-3.57,High Point
2010/01/12,8.36,-3.11,High Point
2010/01/13,8.39,-3.81,High Point
2010/01/14,8.39,-4.65,Extremely High Point
2010/01/15,8.34,-4.92,Extremely High Point
2010/01/18,8.35,-4.07,High Point
2010/01/19,8.4,-3.81,High Point
2010/01/20,8.34,-3.48,High Point
2010/01/21,8.18,-3.79,High Point
2010/01/22,8.11,-3.7,High Point
2010/01/25,8.11,-3.7,High Point
2010/01/26,8.1,-3.7,High Point
2010/01/27,8.07,-2.97,High Point
2010/01/28,8.0,-1.88,High Point
2010/01/29,7.93,-0.63,Little High Point
2010/02/01,8.01,-1.75,Little High Point
2010/02/02,8.08,-0.12,Little Low Point
2010/02/03,8.05,-0.62,Little High Point
2010/02/04,7.87,1.91,Low Point
2010/02/05,7.81,1.92,Low Point
2010/02/06,7.81,2.43,Low Point
2010/02/08,7.8,3.33,Extremely Low Point
2010/02/09,7.83,3.32,Extremely Low Point
2010/02/10,7.85,3.44,Extremely Low Point
2010/02/11,7.88,3.3,Extremely Low Point
2010/02/12,7.87,4.32,Extremely Low Point
2010/02/22,8.07,1.73,Low Point
2010/02/23,8.0,2.25,Low Point
2010/02/24,8.02,2.37,Low Point
2010/02/25,7.96,3.64,Extremely Low Point
2010/02/26,8.0,3.5,Extremely Low Point
2010/03/01,8.06,2.36,Low Point
2010/03/02,8.09,2.72,Low Point
2010/03/03,8.12,2.96,Low Point
2010/03/04,8.14,2.7,Low Point
2010/03/05,8.21,1.1,Little Low Point
2010/03/08,8.21,1.34,Little Low Point
2010/03/09,8.18,2.2,Low Point
2010/03/10,8.21,1.22,Little Low Point
2010/03/11,8.25,0.85,Little Low Point
2010/03/12,8.28,0.36,Little High Point
2010/03/15,8.25,1.21,Little Low Point
2010/03/16,8.31,0.6,Little Low Point
2010/03/17,8.36,-0.24,Little High Point
2010/03/18,8.36,0.48,Little High Point
2010/03/19,8.3,1.2,Little Low Point
2010/03/22,8.32,1.2,Little Low Point
2010/03/23,8.36,0.12,Little High Point
2010/03/24,8.31,0.72,Little Low Point
2010/03/25,8.32,1.2,Little Low Point
2010/03/26,8.31,1.56,Little Low Point
2010/03/29,8.35,0.96,Little Low Point
2010/03/30,8.36,1.44,Little Low Point
2010/03/31,8.34,1.56,Little Low Point
2010/04/01,8.4,-0.24,Little High Point
2010/04/02,8.4,-0.48,Little High Point
2010/04/06,8.42,0.0,Little High Point
2010/04/07,8.37,0.12,Little High Point
2010/04/08,8.37,-0.36,Little High Point
2010/04/09,8.42,-0.12,Little High Point
2010/04/12,8.44,-0.47,Little High Point
2010/04/13,8.43,-2.37,Extremely High Point
2010/04/14,8.48,-3.18,Extremely High Point
2010/04/15,8.47,-2.24,High Point
2010/04/16,8.38,-1.91,High Point
2010/04/19,8.36,-0.96,High Point
2010/04/20,8.42,-4.28,Extremely High Point
2010/04/21,8.38,-4.53,Extremely High Point
2010/04/22,8.34,-6.12,Extremely High Point
2010/04/23,8.41,-8.56,Extremely High Point
2010/04/26,8.4,-4.88,Extremely High Point
2010/04/27,8.23,-3.16,Extremely High Point
2010/04/28,8.21,-1.83,High Point
2010/04/29,8.28,-3.38,Extremely High Point
2010/04/30,8.22,-4.87,Extremely High Point
2010/05/03,8.28,-5.43,Extremely High Point
2010/05/04,8.06,-3.47,Extremely High Point
2010/05/05,8.0,-4.13,Extremely High Point
2010/05/06,7.83,-4.34,Extremely High Point
2010/05/07,7.69,-1.69,High Point
2010/05/10,7.99,-6.26,Extremely High Point
2010/05/11,7.97,-6.9,Extremely High Point
2010/05/12,8.06,-7.44,Extremely High Point
2010/05/13,8.0,-4.75,Extremely High Point
2010/05/14,7.82,-2.81,High Point
2010/05/17,7.83,-2.94,High Point
2010/05/18,7.78,-2.96,High Point
2010/05/19,7.67,-0.78,Little High Point
2010/05/20,7.49,2.4,Low Point
2010/05/21,7.56,-0.93,Little High Point
2010/05/24,7.49,-0.93,Little High Point
2010/05/25,7.42,0.27,Little High Point
2010/05/26,7.46,0.13,Little High Point
2010/05/27,7.62,0.13,Little High Point
2010/05/28,7.6,0.92,Little Low Point
2010/05/31,7.6,1.45,Little Low Point
2010/06/01,7.55,3.58,Extremely Low Point
2010/06/02,7.61,3.29,Extremely Low Point
2010/06/03,7.67,2.22,Low Point
2010/06/04,7.49,4.67,Extremely Low Point
2010/06/07,7.42,4.45,Extremely Low Point
2010/06/08,7.44,3.9,Extremely Low Point
2010/06/09,7.47,2.41,Low Point
2010/06/10,7.63,-0.39,Little High Point
2010/06/11,7.67,-0.39,Little High Point
2010/06/14,7.71,-3.11,High Point
2010/06/15,7.82,-4.73,Extremely High Point
2010/06/17,7.86,-6.23,Extremely High Point
2010/06/18,7.84,-5.48,Extremely High Point
2010/06/21,7.84,-5.87,Extremely High Point
2010/06/22,7.75,-3.48,Extremely High Point
2010/06/23,7.73,-1.55,Little High Point
2010/06/24,7.65,0.78,Little Low Point
2010/06/25,7.6,1.71,Low Point
2010/06/28,7.64,1.18,Little Low Point
2010/06/29,7.47,4.95,Extremely Low Point
2010/06/30,7.45,5.5,Extremely Low Point
2010/07/01,7.37,6.38,Extremely Low Point
2010/07/02,7.41,4.18,Extremely Low Point
2010/07/05,7.38,4.61,Extremely Low Point
2010/07/06,7.48,3.74,Extremely Low Point
2010/07/07,7.61,1.84,Little Low Point
2010/07/08,7.71,2.46,Low Point
2010/07/09,7.73,2.72,Low Point
2010/07/12,7.73,3.36,Extremely Low Point
2010/07/13,7.84,2.55,Low Point
2010/07/14,7.86,2.04,Low Point
2010/07/15,7.84,2.42,Low Point
2010/07/16,7.72,3.37,Extremely Low Point
2010/07/19,7.72,5.05,Extremely Low Point
2010/07/20,7.76,4.77,Extremely Low Point
2010/07/21,7.75,4.9,Extremely Low Point
2010/07/22,7.9,2.78,Low Point
2010/07/23,7.94,1.64,Little Low Point
2010/07/26,7.99,1.88,Low Point
2010/07/27,8.04,0.5,Little Low Point
2010/07/28,8.02,-1.62,High Point
2010/07/29,8.03,-2.12,High Point
2010/07/30,7.98,-1.88,High Point
2010/08/02,8.11,-3.33,High Point
2010/08/03,8.13,-2.46,High Point
2010/08/04,8.13,-2.46,High Point
2010/08/05,8.12,-3.57,High Point
2010/08/06,8.07,-3.84,High Point
2010/08/09,8.14,-4.3,Extremely High Point
2010/08/10,8.08,-4.58,Extremely High Point
2010/08/11,7.89,-2.53,High Point
2010/08/12,7.86,-2.16,High Point
2010/08/13,7.83,-0.77,Little High Point
2010/08/16,7.84,-1.28,Little High Point
2010/08/17,7.93,-2.52,High Point
2010/08/18,7.93,0.0,Little High Point
2010/08/19,7.83,1.66,Little Low Point
2010/08/20,7.76,3.35,Extremely Low Point
2010/08/23,7.79,3.08,Extremely Low Point
2010/08/24,7.71,3.5,Extremely Low Point
2010/08/25,7.69,3.77,Extremely Low Point
2010/08/26,7.69,4.42,Extremely Low Point
2010/08/27,7.77,3.6,Extremely Low Point
2010/08/30,7.74,4.78,Extremely Low Point
2010/08/31,7.73,5.05,Extremely Low Point
2010/09/01,7.93,2.77,Low Point
2010/09/02,7.96,2.39,Low Point
2010/09/03,8.02,1.25,Little Low Point
2010/09/06,8.03,2.37,Low Point
2010/09/07,7.98,2.88,Low Point
2010/09/08,7.98,1.88,Low Point
2010/09/09,8.03,2.74,Low Point
2010/09/10,8.05,2.11,Low Point
2010/09/13,8.11,1.6,Little Low Point
2010/09/14,8.12,1.23,Little Low Point
2010/09/15,8.15,0.37,Little Low Point
